,age,gender,q3,continente,q4,q6,q8,q21,q22,q41
1782,18-21,Man,India,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
1783,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,250-999 employees,3-4,Local development environments (RStudio-JupyterLab)
1784,22-24,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,0-49 employees,3-4,
1785,18-21,Man,China,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,Java,0-49 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
1786,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2,Local development environments (RStudio-JupyterLab)
1787,30-34,Man,Malaysia,Asia,Bachelor’s degree,5-10 years,Python,"10,000 or more employees",20+,Local development environments (RStudio-JupyterLab)
1788,25-29,Woman,India,Asia,Master’s degree,< 1 years,Python,"1000-9,999 employees",10-14,
1789,35-39,Man,Germany,Europa,Master’s degree,< 1 years,Python,50-249 employees,5-9,Business intelligence software (Salesforce-Tableau-Spotfire)
1790,45-49,Man,United States of America,América del Norte,Master’s degree,< 1 years,Python,50-249 employees,15-19,Local development environments (RStudio-JupyterLab)
1791,35-39,Man,Other,,Bachelor’s degree,< 1 years,Other,0-49 employees,5-9,Cloud-based data software & APIs (AWS-GCP-Azure)
1792,30-34,Man,Portugal,Europa,Master’s degree,1-3 years,Python,250-999 employees,0,Local development environments (RStudio-JupyterLab)
1793,25-29,Woman,United States of America,América del Norte,Bachelor’s degree,< 1 years,Python,0-49 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
1794,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Python,250-999 employees,20+,Basic statistical software (Microsoft Excel-Google Sheets)
1795,25-29,Man,Greece,Europa,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
1796,35-39,Man,South Korea,Asia,Bachelor’s degree,3-5 years,SQL,250-999 employees,5-9,Local development environments (RStudio-JupyterLab)
1797,18-21,Man,Viet Nam,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",10-14,Basic statistical software (Microsoft Excel-Google Sheets)
1798,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,C++,"10,000 or more employees",20+,Local development environments (RStudio-JupyterLab)
1799,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",3-4,
1800,30-34,Man,Canada,América del Norte,Master’s degree,I have never written code,,"10,000 or more employees",3-4,
1801,30-34,Man,South Korea,Asia,Some college/university study without earning a bachelor’s degree,3-5 years,R,0-49 employees,5-9,Local development environments (RStudio-JupyterLab)
1802,30-34,Man,South Korea,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,0,Local development environments (RStudio-JupyterLab)
1803,22-24,Woman,Malaysia,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,3-4,Advanced statistical software (SPSS-SAS)
1804,22-24,Man,Italy,Europa,Master’s degree,1-3 years,Python,"1000-9,999 employees",20+,
1805,35-39,Man,Egypt,África,Master’s degree,1-3 years,SQL,0-49 employees,0,Business intelligence software (Salesforce-Tableau-Spotfire)
1806,55-59,Man,India,Asia,Master’s degree,I have never written code,,"1000-9,999 employees",5-9,Local development environments (RStudio-JupyterLab)
1807,22-24,Woman,Kazakhstan,Asia,Bachelor’s degree,10-20 years,Python,250-999 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
1808,25-29,Man,Colombia,América del Sur,Master’s degree,3-5 years,Python,50-249 employees,3-4,Local development environments (RStudio-JupyterLab)
1809,30-34,Man,India,Asia,Master’s degree,1-3 years,SQL,0-49 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
1810,25-29,Man,Nigeria,África,Bachelor’s degree,3-5 years,Python,0-49 employees,3-4,Advanced statistical software (SPSS-SAS)
1811,22-24,Woman,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,< 1 years,Python,,,
1812,25-29,Man,Hong Kong (S.A.R.),Asia,Master’s degree,5-10 years,SQL,"10,000 or more employees",20+,Local development environments (RStudio-JupyterLab)
1813,45-49,Man,Singapore,Asia,Bachelor’s degree,10-20 years,R,"1000-9,999 employees",5-9,Business intelligence software (Salesforce-Tableau-Spotfire)
1814,22-24,Man,Brazil,América del Sur,Some college/university study without earning a bachelor’s degree,< 1 years,SQL,"1000-9,999 employees",5-9,Basic statistical software (Microsoft Excel-Google Sheets)
1815,25-29,Man,Switzerland,Europa,Master’s degree,1-3 years,Python,"1000-9,999 employees",10-14,Business intelligence software (Salesforce-Tableau-Spotfire)
1816,30-34,Man,Australia,Oceanía,Master’s degree,1-3 years,Python,250-999 employees,5-9,Business intelligence software (Salesforce-Tableau-Spotfire)
1817,40-44,Man,Greece,Europa,Master’s degree,< 1 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
1818,25-29,Woman,United States of America,América del Norte,Master’s degree,5-10 years,Python,"10,000 or more employees",20+,Business intelligence software (Salesforce-Tableau-Spotfire)
1819,40-44,Woman,Canada,América del Norte,Master’s degree,3-5 years,Python,0-49 employees,5-9,
1820,50-54,Man,Greece,Europa,No formal education past high school,20+ years,R,50-249 employees,1-2,Local development environments (RStudio-JupyterLab)
1821,25-29,Man,Bangladesh,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,5-9,Local development environments (RStudio-JupyterLab)
1822,22-24,Woman,United States of America,América del Norte,Master’s degree,< 1 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
1823,35-39,Man,Russia,Asia,Doctoral degree,1-3 years,Python,"10,000 or more employees",5-9,Other
1824,18-21,Man,Russia,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2,Local development environments (RStudio-JupyterLab)
1825,25-29,Man,Canada,América del Norte,Bachelor’s degree,1-3 years,Python,,,
1826,22-24,Man,Pakistan,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,0,Local development environments (RStudio-JupyterLab)
1827,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,,
1828,35-39,Man,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
1829,40-44,Prefer not to say,I do not wish to disclose my location,NS/NC,I prefer not to answer,10-20 years,Python,50-249 employees,20+,Local development environments (RStudio-JupyterLab)
1830,30-34,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",1-2,Business intelligence software (Salesforce-Tableau-Spotfire)
1831,30-34,Man,China,Asia,Master’s degree,1-3 years,Python,0-49 employees,1-2,Local development environments (RStudio-JupyterLab)
1832,25-29,Woman,Philippines,Asia,Master’s degree,3-5 years,SQL,250-999 employees,20+,Business intelligence software (Salesforce-Tableau-Spotfire)
1833,45-49,Man,United States of America,América del Norte,Master’s degree,20+ years,Python,"10,000 or more employees",10-14,Local development environments (RStudio-JupyterLab)
1834,30-34,Woman,Other,,Master’s degree,1-3 years,Python,0-49 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
1835,25-29,Man,United States of America,América del Norte,Master’s degree,1-3 years,Python,250-999 employees,1-2,Local development environments (RStudio-JupyterLab)
1836,25-29,Man,Japan,Asia,Master’s degree,1-3 years,Python,50-249 employees,3-4,Local development environments (RStudio-JupyterLab)
1837,60-69,Man,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,20+ years,Python,"10,000 or more employees",20+,Advanced statistical software (SPSS-SAS)
1838,35-39,Man,Nigeria,África,Master’s degree,3-5 years,Python,0-49 employees,3-4,Local development environments (RStudio-JupyterLab)
1839,22-24,Man,Pakistan,Asia,I prefer not to answer,3-5 years,Python,50-249 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
1840,22-24,Man,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",3-4,Local development environments (RStudio-JupyterLab)
1841,25-29,Man,India,Asia,Master’s degree,1-3 years,Python,"1000-9,999 employees",5-9,Basic statistical software (Microsoft Excel-Google Sheets)
1842,50-54,Woman,United States of America,América del Norte,Bachelor’s degree,20+ years,Python,250-999 employees,1-2,Business intelligence software (Salesforce-Tableau-Spotfire)
1843,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,5-9,
1844,35-39,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,250-999 employees,15-19,Basic statistical software (Microsoft Excel-Google Sheets)
1845,25-29,Man,Viet Nam,Asia,Master’s degree,3-5 years,Python,"1000-9,999 employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
1846,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years,Python,"1000-9,999 employees",20+,Local development environments (RStudio-JupyterLab)
1847,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,3-4,
1848,30-34,Man,Nigeria,África,Professional doctorate,< 1 years,SQL,0-49 employees,3-4,Advanced statistical software (SPSS-SAS)
1849,22-24,Woman,India,Asia,Master’s degree,1-3 years,R,,,
1850,22-24,Man,Ukraine,Europa,Master’s degree,1-3 years,Python,"10,000 or more employees",0,Basic statistical software (Microsoft Excel-Google Sheets)
1851,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,10-20 years,Python,0-49 employees,5-9,Local development environments (RStudio-JupyterLab)
1852,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,,,
1853,30-34,Man,Chile,América del Sur,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",1-2,Basic statistical software (Microsoft Excel-Google Sheets)
1854,50-54,Man,Spain,Europa,Master’s degree,20+ years,Python,"1000-9,999 employees",5-9,Business intelligence software (Salesforce-Tableau-Spotfire)
1855,22-24,Man,United States of America,América del Norte,Master’s degree,1-3 years,R,"1000-9,999 employees",10-14,Advanced statistical software (SPSS-SAS)
1856,18-21,Man,Egypt,África,Bachelor’s degree,1-3 years,Python,0-49 employees,0,Local development environments (RStudio-JupyterLab)
1857,25-29,Man,"Iran, Islamic Republic of...",Asia,Master’s degree,< 1 years,Python,50-249 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
1858,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Python,50-249 employees,1-2,Business intelligence software (Salesforce-Tableau-Spotfire)
1859,50-54,Woman,United States of America,América del Norte,Master’s degree,I have never written code,,"1000-9,999 employees",20+,
1860,45-49,Man,United States of America,América del Norte,Master’s degree,20+ years,Python,0-49 employees,1-2,Business intelligence software (Salesforce-Tableau-Spotfire)
1861,30-34,Man,Germany,Europa,Doctoral degree,10-20 years,Python,"1000-9,999 employees",10-14,Local development environments (RStudio-JupyterLab)
1862,40-44,Man,Russia,Asia,Master’s degree,< 1 years,Python,"1000-9,999 employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
1863,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,250-999 employees,0,Business intelligence software (Salesforce-Tableau-Spotfire)
1864,40-44,Woman,South Africa,África,Professional doctorate,5-10 years,Javascript,"10,000 or more employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
1865,45-49,Man,Nigeria,África,Bachelor’s degree,< 1 years,SQL,50-249 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
1866,30-34,Woman,Brazil,América del Sur,Master’s degree,1-3 years,Python,"1000-9,999 employees",20+,Cloud-based data software & APIs (AWS-GCP-Azure)
1867,22-24,Man,Egypt,África,Bachelor’s degree,3-5 years,Python,0-49 employees,0,Advanced statistical software (SPSS-SAS)
1868,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,1-3 years,Python,0-49 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
1869,18-21,Man,China,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,5-9,Advanced statistical software (SPSS-SAS)
1870,40-44,Man,Indonesia,Asia,Master’s degree,1-3 years,Python,"1000-9,999 employees",5-9,Basic statistical software (Microsoft Excel-Google Sheets)
1871,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",20+,Local development environments (RStudio-JupyterLab)
1872,18-21,Woman,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",20+,
1873,25-29,Man,India,Asia,I prefer not to answer,10-20 years,Python,50-249 employees,1-2,Local development environments (RStudio-JupyterLab)
1874,18-21,Man,Egypt,África,Bachelor’s degree,1-3 years,Python,,,
1875,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,5-9,
1876,22-24,Woman,India,Asia,Bachelor’s degree,< 1 years,Python,,,
1877,25-29,Woman,Other,,Master’s degree,1-3 years,R,"1000-9,999 employees",1-2,
1878,25-29,Woman,Indonesia,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
1879,22-24,Man,China,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",20+,Local development environments (RStudio-JupyterLab)
1880,30-34,Man,Japan,Asia,No formal education past high school,< 1 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
1881,40-44,Man,Mexico,América del Sur,Doctoral degree,3-5 years,MATLAB,,,
1882,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years,SQL,"10,000 or more employees",20+,Cloud-based data software & APIs (AWS-GCP-Azure)
1883,22-24,Woman,India,Asia,Master’s degree,1-3 years,Python,0-49 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
1884,22-24,Woman,India,Asia,Bachelor’s degree,5-10 years,C++,"10,000 or more employees",10-14,Local development environments (RStudio-JupyterLab)
1885,45-49,Woman,Spain,Europa,Master’s degree,< 1 years,Python,0-49 employees,1-2,Business intelligence software (Salesforce-Tableau-Spotfire)
1886,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Java,0-49 employees,0,
1887,25-29,Man,Egypt,África,Some college/university study without earning a bachelor’s degree,< 1 years,Python,0-49 employees,0,Local development environments (RStudio-JupyterLab)
1888,18-21,Man,India,Asia,Bachelor’s degree,3-5 years,Python,0-49 employees,3-4,Local development environments (RStudio-JupyterLab)
1889,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,< 1 years,SQL,"1000-9,999 employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
1890,30-34,Man,China,Asia,Bachelor’s degree,5-10 years,Python,250-999 employees,10-14,
1891,22-24,Woman,Kenya,África,Some college/university study without earning a bachelor’s degree,< 1 years,SQL,,,
1892,30-34,Man,India,Asia,Master’s degree,3-5 years,Python,"10,000 or more employees",3-4,Basic statistical software (Microsoft Excel-Google Sheets)
1893,25-29,Woman,India,Asia,Master’s degree,< 1 years,Python,0-49 employees,3-4,Local development environments (RStudio-JupyterLab)
1894,25-29,Man,China,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",5-9,Basic statistical software (Microsoft Excel-Google Sheets)
1895,22-24,Man,Philippines,Asia,Bachelor’s degree,3-5 years,Python,50-249 employees,5-9,Business intelligence software (Salesforce-Tableau-Spotfire)
1896,35-39,Man,India,Asia,Master’s degree,I have never written code,,"10,000 or more employees",3-4,
1897,35-39,Man,Italy,Europa,Master’s degree,1-3 years,Python,"1000-9,999 employees",20+,Local development environments (RStudio-JupyterLab)
1898,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,R,,,
1899,30-34,Woman,India,Asia,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",20+,
1900,30-34,Man,Thailand,Asia,Master’s degree,1-3 years,SQL,"1000-9,999 employees",20+,Advanced statistical software (SPSS-SAS)
1901,22-24,Man,Colombia,América del Sur,Bachelor’s degree,1-3 years,SQL,"10,000 or more employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
1902,25-29,Man,Ukraine,Europa,Master’s degree,< 1 years,Python,50-249 employees,0,
1903,25-29,Man,Spain,Europa,Master’s degree,3-5 years,R,250-999 employees,5-9,
1904,18-21,Man,Egypt,África,Bachelor’s degree,< 1 years,Python,0-49 employees,5-9,Basic statistical software (Microsoft Excel-Google Sheets)
1905,22-24,Man,India,Asia,Master’s degree,3-5 years,SQL,"10,000 or more employees",3-4,Business intelligence software (Salesforce-Tableau-Spotfire)
1906,45-49,Man,United States of America,América del Norte,Master’s degree,10-20 years,Python,250-999 employees,1-2,Local development environments (RStudio-JupyterLab)
1907,35-39,Man,Kenya,África,Master’s degree,I have never written code,,"10,000 or more employees",0,Advanced statistical software (SPSS-SAS)
1908,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",5-9,Local development environments (RStudio-JupyterLab)
1909,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
1910,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,3-5 years,Python,250-999 employees,5-9,
1911,35-39,Woman,South Korea,Asia,Master’s degree,10-20 years,Python,0-49 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
1912,35-39,Man,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",5-9,Business intelligence software (Salesforce-Tableau-Spotfire)
1913,45-49,Man,Other,,Master’s degree,1-3 years,Python,"1000-9,999 employees",10-14,Local development environments (RStudio-JupyterLab)
1914,25-29,Man,India,Asia,Master’s degree,< 1 years,Python,250-999 employees,20+,Basic statistical software (Microsoft Excel-Google Sheets)
1915,50-54,Man,Malaysia,Asia,Doctoral degree,I have never written code,,0-49 employees,3-4,
1916,22-24,Man,Bangladesh,Asia,Bachelor’s degree,3-5 years,Python,0-49 employees,0,Business intelligence software (Salesforce-Tableau-Spotfire)
1917,25-29,Woman,Philippines,Asia,Master’s degree,5-10 years,Python,250-999 employees,5-9,
1918,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",1-2,Local development environments (RStudio-JupyterLab)
1919,25-29,Man,Peru,América del Sur,Bachelor’s degree,< 1 years,Python,0-49 employees,0,Advanced statistical software (SPSS-SAS)
1920,30-34,Woman,Philippines,Asia,Master’s degree,5-10 years,SQL,0-49 employees,1-2,Business intelligence software (Salesforce-Tableau-Spotfire)
1921,30-34,Man,India,Asia,Master’s degree,< 1 years,R,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
1922,40-44,Man,United States of America,América del Norte,Master’s degree,5-10 years,R,250-999 employees,1-2,
1923,18-21,Woman,India,Asia,Bachelor’s degree,1-3 years,SQL,50-249 employees,3-4,
1924,35-39,Man,Turkey,África,Master’s degree,3-5 years,Python,0-49 employees,3-4,Advanced statistical software (SPSS-SAS)
1925,18-21,Man,India,Asia,Master’s degree,< 1 years,Python,,,
1926,25-29,Man,Nigeria,África,Master’s degree,3-5 years,Python,250-999 employees,1-2,
1927,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,0-49 employees,3-4,Local development environments (RStudio-JupyterLab)
1928,30-34,Man,United States of America,América del Norte,Master’s degree,3-5 years,Python,"10,000 or more employees",20+,Local development environments (RStudio-JupyterLab)
1929,25-29,Man,Taiwan,Asia,Master’s degree,1-3 years,Python,0-49 employees,1-2,Local development environments (RStudio-JupyterLab)
1930,40-44,Man,Spain,Europa,Master’s degree,10-20 years,Python,"1000-9,999 employees",1-2,Business intelligence software (Salesforce-Tableau-Spotfire)
1931,22-24,Woman,Taiwan,Asia,Bachelor’s degree,1-3 years,Python,250-999 employees,5-9,Business intelligence software (Salesforce-Tableau-Spotfire)
1932,35-39,Man,United States of America,América del Norte,Master’s degree,20+ years,R,250-999 employees,10-14,Local development environments (RStudio-JupyterLab)
1933,22-24,Man,Bangladesh,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,0,
1934,25-29,Man,India,Asia,Master’s degree,< 1 years,Python,250-999 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
1935,25-29,Man,Kazakhstan,Asia,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",5-9,Other
1936,55-59,Man,United States of America,América del Norte,Master’s degree,5-10 years,Python,"1000-9,999 employees",3-4,Basic statistical software (Microsoft Excel-Google Sheets)
1937,22-24,Woman,Russia,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,10-14,Basic statistical software (Microsoft Excel-Google Sheets)
1938,22-24,Man,Turkey,África,Some college/university study without earning a bachelor’s degree,1-3 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
1939,30-34,Man,Pakistan,Asia,Master’s degree,< 1 years,Python,0-49 employees,1-2,
1940,22-24,Woman,United States of America,América del Norte,Bachelor’s degree,1-3 years,MATLAB,"10,000 or more employees",1-2,Basic statistical software (Microsoft Excel-Google Sheets)
1941,25-29,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years,SQL,50-249 employees,3-4,
1942,45-49,Man,China,Asia,Master’s degree,3-5 years,Python,50-249 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
1943,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
1944,25-29,Man,India,Asia,Master’s degree,3-5 years,Python,"1000-9,999 employees",10-14,Business intelligence software (Salesforce-Tableau-Spotfire)
1945,35-39,Man,Other,,Some college/university study without earning a bachelor’s degree,< 1 years,SQL,50-249 employees,1-2,Local development environments (RStudio-JupyterLab)
1946,18-21,Woman,India,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",20+,
1947,35-39,Man,Singapore,Asia,Bachelor’s degree,5-10 years,Python,"1000-9,999 employees",1-2,Basic statistical software (Microsoft Excel-Google Sheets)
1948,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
1949,18-21,Man,France,Europa,Master’s degree,< 1 years,Python,0-49 employees,0,Business intelligence software (Salesforce-Tableau-Spotfire)
1950,25-29,Man,Poland,Europa,Master’s degree,1-3 years,Python,50-249 employees,3-4,Business intelligence software (Salesforce-Tableau-Spotfire)
1951,55-59,Man,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,10-20 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
1952,30-34,Man,Germany,Europa,Some college/university study without earning a bachelor’s degree,3-5 years,Python,"10,000 or more employees",20+,Local development environments (RStudio-JupyterLab)
1953,25-29,Woman,Russia,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2,
1954,40-44,Man,Japan,Asia,Master’s degree,10-20 years,Python,50-249 employees,1-2,Local development environments (RStudio-JupyterLab)
1955,30-34,Man,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",0,
1956,22-24,Man,Brazil,América del Sur,Bachelor’s degree,< 1 years,Python,50-249 employees,20+,Business intelligence software (Salesforce-Tableau-Spotfire)
1957,22-24,Man,Egypt,África,No formal education past high school,1-3 years,Python,0-49 employees,0,Local development environments (RStudio-JupyterLab)
1958,25-29,Man,Iraq,Asia,Doctoral degree,1-3 years,Python,"1000-9,999 employees",0,
1959,25-29,Woman,South Korea,Asia,Bachelor’s degree,< 1 years,R,250-999 employees,20+,Advanced statistical software (SPSS-SAS)
1960,25-29,Man,China,Asia,Master’s degree,3-5 years,Python,0-49 employees,1-2,Local development environments (RStudio-JupyterLab)
1961,18-21,Man,Indonesia,Asia,Bachelor’s degree,I have never written code,,"1000-9,999 employees",5-9,
1962,25-29,Man,Russia,Asia,Master’s degree,5-10 years,SQL,"1000-9,999 employees",10-14,
1963,25-29,Man,Sri Lanka,Asia,Master’s degree,3-5 years,SQL,"1000-9,999 employees",20+,Business intelligence software (Salesforce-Tableau-Spotfire)
1964,22-24,Man,Kenya,África,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",20+,
1965,70+,Man,United States of America,América del Norte,Master’s degree,20+ years,Python,"1000-9,999 employees",10-14,Advanced statistical software (SPSS-SAS)
1966,18-21,Man,China,Asia,Bachelor’s degree,3-5 years,Python,50-249 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
1967,30-34,Man,United States of America,América del Norte,Master’s degree,1-3 years,Bash,0-49 employees,5-9,
1968,35-39,Man,United States of America,América del Norte,Bachelor’s degree,I have never written code,,"10,000 or more employees",3-4,Local development environments (RStudio-JupyterLab)
1969,40-44,Man,Australia,Oceanía,Some college/university study without earning a bachelor’s degree,3-5 years,C,"1000-9,999 employees",15-19,Basic statistical software (Microsoft Excel-Google Sheets)
1970,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Python,,,
1971,40-44,Man,Mexico,América del Sur,Master’s degree,3-5 years,R,0-49 employees,3-4,Local development environments (RStudio-JupyterLab)
1972,50-54,Man,India,Asia,Bachelor’s degree,I have never written code,,"10,000 or more employees",0,
1973,25-29,Woman,South Korea,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2,Local development environments (RStudio-JupyterLab)
1974,45-49,Prefer not to say,United States of America,América del Norte,I prefer not to answer,10-20 years,Python,,,
1975,22-24,Man,Egypt,África,Bachelor’s degree,3-5 years,Python,,,
1976,30-34,Woman,India,Asia,Master’s degree,5-10 years,SQL,"10,000 or more employees",15-19,Local development environments (RStudio-JupyterLab)
1977,25-29,Man,India,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",3-4,
1978,25-29,Man,Kenya,África,Bachelor’s degree,3-5 years,Python,,,
1979,50-54,Woman,United States of America,América del Norte,Bachelor’s degree,< 1 years,R,250-999 employees,0,Local development environments (RStudio-JupyterLab)
1980,25-29,Woman,India,Asia,Bachelor’s degree,< 1 years,SQL,"10,000 or more employees",1-2,
1981,45-49,Man,Canada,América del Norte,Master’s degree,3-5 years,Python,250-999 employees,20+,Local development environments (RStudio-JupyterLab)
1982,50-54,Man,United States of America,América del Norte,Master’s degree,10-20 years,SQL,"10,000 or more employees",20+,Business intelligence software (Salesforce-Tableau-Spotfire)
1983,18-21,Man,Egypt,África,Some college/university study without earning a bachelor’s degree,1-3 years,Python,,,
1984,22-24,Woman,Belarus,Europa,Master’s degree,1-3 years,Python,50-249 employees,5-9,Local development environments (RStudio-JupyterLab)
1985,18-21,Man,Egypt,África,Some college/university study without earning a bachelor’s degree,1-3 years,Python,0-49 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
1986,25-29,Man,Japan,Asia,Bachelor’s degree,3-5 years,SQL,,,
1987,40-44,Man,Australia,Oceanía,Doctoral degree,10-20 years,Python,"10,000 or more employees",20+,Advanced statistical software (SPSS-SAS)
1988,22-24,Man,Taiwan,Asia,Master’s degree,1-3 years,Python,250-999 employees,1-2,Local development environments (RStudio-JupyterLab)
1989,60-69,Man,Japan,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,10-14,Local development environments (RStudio-JupyterLab)
1990,35-39,Man,India,Asia,Master’s degree,1-3 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
1991,25-29,Man,Turkey,África,Master’s degree,5-10 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
1992,40-44,Man,Italy,Europa,Master’s degree,5-10 years,Python,50-249 employees,1-2,Advanced statistical software (SPSS-SAS)
1993,25-29,Man,India,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",20+,
1994,22-24,Man,Brazil,América del Sur,Some college/university study without earning a bachelor’s degree,3-5 years,R,"1000-9,999 employees",20+,Local development environments (RStudio-JupyterLab)
1995,35-39,Man,Egypt,África,Bachelor’s degree,< 1 years,Python,50-249 employees,0,
1996,35-39,Woman,India,Asia,Bachelor’s degree,3-5 years,Python,50-249 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
1997,22-24,Man,India,Asia,Bachelor’s degree,I have never written code,,50-249 employees,1-2,
