,age,gender,q3,continente,q4,q6,q21,q22,q39
1701,45-49,Woman,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,I have never written code,"1000-9,999 employees",3-4,
1702,18-21,Man,Bangladesh,Asia,Bachelor’s degree,I have never written code,0-49 employees,0,
1703,45-49,Man,Other,,Doctoral degree,5-10 years,0-49 employees,1-2,GitHub
1703,45-49,Man,Other,,Doctoral degree,5-10 years,0-49 employees,1-2,Personal blog
1703,45-49,Man,Other,,Doctoral degree,5-10 years,0-49 employees,1-2,Kaggle
1704,45-49,Woman,Spain,Europa,Some college/university study without earning a bachelor’s degree,1-3 years,"10,000 or more employees",20+,I do not share my work publicly
1705,30-34,Man,Egypt,África,Bachelor’s degree,3-5 years,50-249 employees,1-2,I do not share my work publicly
1706,18-21,Man,India,Asia,Bachelor’s degree,I have never written code,50-249 employees,1-2,
1707,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,250-999 employees,20+,GitHub
1707,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,250-999 employees,20+,Colab
1708,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,"10,000 or more employees",20+,
1709,25-29,Man,Colombia,América del Sur,Bachelor’s degree,1-3 years,50-249 employees,1-2,
1710,45-49,Man,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,3-5 years,"1000-9,999 employees",3-4,I do not share my work publicly
1711,25-29,Woman,Czech Republic,Europa,Bachelor’s degree,I have never written code,"10,000 or more employees",20+,
1712,18-21,Man,India,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,"10,000 or more employees",0,
1713,22-24,Woman,Kenya,África,Bachelor’s degree,1-3 years,0-49 employees,1-2,
1714,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,"1000-9,999 employees",20+,GitHub
1714,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,"1000-9,999 employees",20+,Kaggle
1715,35-39,Man,United States of America,América del Norte,Master’s degree,5-10 years,50-249 employees,20+,
1716,30-34,Woman,Colombia,América del Sur,Bachelor’s degree,< 1 years,50-249 employees,1-2,
1717,22-24,Man,Other,,Bachelor’s degree,1-3 years,0-49 employees,3-4,I do not share my work publicly
1718,35-39,Man,China,Asia,Bachelor’s degree,10-20 years,50-249 employees,0,Other
1719,35-39,Man,Japan,Asia,Doctoral degree,3-5 years,250-999 employees,1-2,
1720,25-29,Man,Other,,Bachelor’s degree,1-3 years,0-49 employees,,
1721,30-34,Man,Nigeria,África,Master’s degree,3-5 years,50-249 employees,3-4,GitHub
1722,22-24,Woman,India,Asia,I prefer not to answer,< 1 years,0-49 employees,0,
1723,35-39,Man,Turkey,África,Bachelor’s degree,< 1 years,0-49 employees,0,GitHub
1723,35-39,Man,Turkey,África,Bachelor’s degree,< 1 years,0-49 employees,0,Kaggle
1724,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,"10,000 or more employees",10-14,GitHub
1724,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,"10,000 or more employees",10-14,Kaggle
1725,45-49,Woman,Other,,Master’s degree,10-20 years,,,
1726,22-24,Man,India,Asia,Master’s degree,1-3 years,50-249 employees,3-4,I do not share my work publicly
1727,22-24,Woman,Other,,No formal education past high school,I have never written code,0-49 employees,3-4,
1728,45-49,Man,Taiwan,Asia,Master’s degree,20+ years,50-249 employees,1-2,I do not share my work publicly
1729,22-24,Woman,India,Asia,Bachelor’s degree,1-3 years,"1000-9,999 employees",20+,I do not share my work publicly
1730,25-29,Man,Japan,Asia,Master’s degree,1-3 years,250-999 employees,3-4,
1731,30-34,Man,Australia,Oceanía,Master’s degree,3-5 years,"10,000 or more employees",0,I do not share my work publicly
1732,25-29,Man,Canada,América del Norte,Bachelor’s degree,1-3 years,"1000-9,999 employees",3-4,GitHub
1732,25-29,Man,Canada,América del Norte,Bachelor’s degree,1-3 years,"1000-9,999 employees",3-4,Personal blog
1733,22-24,Man,India,Asia,Master’s degree,1-3 years,"1000-9,999 employees",20+,
1734,35-39,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years,,,
1735,30-34,Man,Argentina,América del Sur,Master’s degree,< 1 years,250-999 employees,5-9,I do not share my work publicly
1736,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,"1000-9,999 employees",5-9,
1737,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,I have never written code,"10,000 or more employees",20+,
1738,22-24,Man,Pakistan,Asia,Bachelor’s degree,1-3 years,50-249 employees,3-4,I do not share my work publicly
1739,30-34,Woman,India,Asia,Professional doctorate,5-10 years,50-249 employees,20+,I do not share my work publicly
1740,22-24,Man,India,Asia,I prefer not to answer,< 1 years,50-249 employees,0,
1741,25-29,Man,India,Asia,Master’s degree,3-5 years,"1000-9,999 employees",20+,GitHub
1741,25-29,Man,India,Asia,Master’s degree,3-5 years,"1000-9,999 employees",20+,Kaggle
1742,40-44,Man,Other,,Master’s degree,5-10 years,50-249 employees,3-4,Kaggle
1742,40-44,Man,Other,,Master’s degree,5-10 years,50-249 employees,3-4,Colab
1743,25-29,Man,Germany,Europa,Master’s degree,< 1 years,0-49 employees,1-2,GitHub
1744,30-34,Woman,Malaysia,Asia,Master’s degree,5-10 years,"1000-9,999 employees",15-19,
1745,25-29,Man,United States of America,América del Norte,Master’s degree,1-3 years,"10,000 or more employees",5-9,
1746,35-39,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years,0-49 employees,0,
1747,35-39,Man,Other,,I prefer not to answer,< 1 years,50-249 employees,1-2,I do not share my work publicly
1748,55-59,Man,Viet Nam,Asia,Doctoral degree,10-20 years,250-999 employees,5-9,GitHub
1748,55-59,Man,Viet Nam,Asia,Doctoral degree,10-20 years,250-999 employees,5-9,Personal blog
1748,55-59,Man,Viet Nam,Asia,Doctoral degree,10-20 years,250-999 employees,5-9,Kaggle
1749,50-54,Man,Netherlands,Europa,Bachelor’s degree,5-10 years,,,
1750,35-39,Man,Pakistan,Asia,Master’s degree,1-3 years,"1000-9,999 employees",20+,
1751,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years,"10,000 or more employees",0,
1752,30-34,Woman,United States of America,América del Norte,Master’s degree,3-5 years,"10,000 or more employees",20+,GitHub
1753,22-24,Woman,India,Asia,Master’s degree,< 1 years,250-999 employees,5-9,
1754,30-34,Man,France,Europa,Master’s degree,1-3 years,0-49 employees,3-4,Kaggle
1754,30-34,Man,France,Europa,Master’s degree,1-3 years,0-49 employees,3-4,Colab
1755,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,0-49 employees,1-2,
1756,25-29,Man,Mexico,América del Sur,Master’s degree,1-3 years,"10,000 or more employees",0,
1757,35-39,Man,China,Asia,Master’s degree,< 1 years,"1000-9,999 employees",0,I do not share my work publicly
1758,18-21,Prefer not to say,China,Asia,Bachelor’s degree,1-3 years,0-49 employees,0,
1759,25-29,Woman,Taiwan,Asia,Master’s degree,1-3 years,250-999 employees,3-4,Kaggle
1760,35-39,Man,Singapore,Asia,Bachelor’s degree,I have never written code,"10,000 or more employees",3-4,
1761,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,,,
1762,22-24,Woman,Taiwan,Asia,No formal education past high school,< 1 years,,,
1763,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,250-999 employees,3-4,GitHub
1763,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,250-999 employees,3-4,Kaggle
1764,25-29,Woman,Iraq,Asia,Master’s degree,1-3 years,50-249 employees,1-2,I do not share my work publicly
1765,45-49,Man,Taiwan,Asia,Master’s degree,1-3 years,0-49 employees,1-2,
1766,30-34,Man,Turkey,África,Bachelor’s degree,< 1 years,250-999 employees,1-2,Kaggle
1767,30-34,Woman,Other,,Doctoral degree,3-5 years,50-249 employees,1-2,I do not share my work publicly
1768,30-34,Man,United States of America,América del Norte,Master’s degree,5-10 years,250-999 employees,1-2,GitHub
1768,30-34,Man,United States of America,América del Norte,Master’s degree,5-10 years,250-999 employees,1-2,Personal blog
1768,30-34,Man,United States of America,América del Norte,Master’s degree,5-10 years,250-999 employees,1-2,Kaggle
1769,18-21,Woman,Indonesia,Asia,Some college/university study without earning a bachelor’s degree,1-3 years,"10,000 or more employees",10-14,Other
1770,25-29,Woman,Indonesia,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,0-49 employees,1-2,
1771,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,3-5 years,"10,000 or more employees",20+,
1772,18-21,Man,Egypt,África,Bachelor’s degree,< 1 years,0-49 employees,5-9,
1773,35-39,Man,India,Asia,Doctoral degree,3-5 years,0-49 employees,0,
1774,25-29,Man,Japan,Asia,Bachelor’s degree,< 1 years,"10,000 or more employees",1-2,Kaggle
1775,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Doctoral degree,10-20 years,0-49 employees,3-4,
1776,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,"1000-9,999 employees",0,I do not share my work publicly
1777,40-44,Woman,United States of America,América del Norte,Master’s degree,10-20 years,"10,000 or more employees",1-2,
1778,25-29,Man,Netherlands,Europa,Bachelor’s degree,3-5 years,"10,000 or more employees",20+,
1779,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,< 1 years,"1000-9,999 employees",10-14,GitHub
1780,40-44,Man,India,Asia,Master’s degree,< 1 years,"10,000 or more employees",3-4,GitHub
1780,40-44,Man,India,Asia,Master’s degree,< 1 years,"10,000 or more employees",3-4,Kaggle
1781,55-59,Man,Ireland,Europa,Professional doctorate,< 1 years,0-49 employees,1-2,
1782,18-21,Man,India,Asia,Bachelor’s degree,3-5 years,"10,000 or more employees",20+,GitHub
1782,18-21,Man,India,Asia,Bachelor’s degree,3-5 years,"10,000 or more employees",20+,Kaggle
1782,18-21,Man,India,Asia,Bachelor’s degree,3-5 years,"10,000 or more employees",20+,Colab
1783,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,250-999 employees,3-4,Kaggle
1784,22-24,Man,Nigeria,África,Bachelor’s degree,1-3 years,0-49 employees,3-4,
1785,18-21,Man,China,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,0-49 employees,0,
1786,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,0-49 employees,1-2,
1787,30-34,Man,Malaysia,Asia,Bachelor’s degree,5-10 years,"10,000 or more employees",20+,I do not share my work publicly
1788,25-29,Woman,India,Asia,Master’s degree,< 1 years,"1000-9,999 employees",10-14,
1789,35-39,Man,Germany,Europa,Master’s degree,< 1 years,50-249 employees,5-9,GitHub
1789,35-39,Man,Germany,Europa,Master’s degree,< 1 years,50-249 employees,5-9,Kaggle
1789,35-39,Man,Germany,Europa,Master’s degree,< 1 years,50-249 employees,5-9,Colab
1790,45-49,Man,United States of America,América del Norte,Master’s degree,< 1 years,50-249 employees,15-19,NBViewer
1790,45-49,Man,United States of America,América del Norte,Master’s degree,< 1 years,50-249 employees,15-19,GitHub
1790,45-49,Man,United States of America,América del Norte,Master’s degree,< 1 years,50-249 employees,15-19,Other
1791,35-39,Man,Other,,Bachelor’s degree,< 1 years,0-49 employees,5-9,GitHub
1791,35-39,Man,Other,,Bachelor’s degree,< 1 years,0-49 employees,5-9,Personal blog
1791,35-39,Man,Other,,Bachelor’s degree,< 1 years,0-49 employees,5-9,Kaggle
1792,30-34,Man,Portugal,Europa,Master’s degree,1-3 years,250-999 employees,0,
1793,25-29,Woman,United States of America,América del Norte,Bachelor’s degree,< 1 years,0-49 employees,0,I do not share my work publicly
1794,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,250-999 employees,20+,Other
1795,25-29,Man,Greece,Europa,Bachelor’s degree,1-3 years,"10,000 or more employees",20+,
1796,35-39,Man,South Korea,Asia,Bachelor’s degree,3-5 years,250-999 employees,5-9,I do not share my work publicly
1797,18-21,Man,Viet Nam,Asia,Bachelor’s degree,3-5 years,"10,000 or more employees",10-14,GitHub
1797,18-21,Man,Viet Nam,Asia,Bachelor’s degree,3-5 years,"10,000 or more employees",10-14,Kaggle
1797,18-21,Man,Viet Nam,Asia,Bachelor’s degree,3-5 years,"10,000 or more employees",10-14,Colab
1798,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,"10,000 or more employees",20+,Kaggle
1799,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,"1000-9,999 employees",3-4,
1800,30-34,Man,Canada,América del Norte,Master’s degree,I have never written code,"10,000 or more employees",3-4,
1801,30-34,Man,South Korea,Asia,Some college/university study without earning a bachelor’s degree,3-5 years,0-49 employees,5-9,Kaggle
1802,30-34,Man,South Korea,Asia,Bachelor’s degree,< 1 years,0-49 employees,0,GitHub
1802,30-34,Man,South Korea,Asia,Bachelor’s degree,< 1 years,0-49 employees,0,Kaggle
1803,22-24,Woman,Malaysia,Asia,Bachelor’s degree,1-3 years,0-49 employees,3-4,I do not share my work publicly
1804,22-24,Man,Italy,Europa,Master’s degree,1-3 years,"1000-9,999 employees",20+,
1805,35-39,Man,Egypt,África,Master’s degree,1-3 years,0-49 employees,0,GitHub
1805,35-39,Man,Egypt,África,Master’s degree,1-3 years,0-49 employees,0,Kaggle
1806,55-59,Man,India,Asia,Master’s degree,I have never written code,"1000-9,999 employees",5-9,
1807,22-24,Woman,Kazakhstan,Asia,Bachelor’s degree,10-20 years,250-999 employees,3-4,
1808,25-29,Man,Colombia,América del Sur,Master’s degree,3-5 years,50-249 employees,3-4,GitHub
1809,30-34,Man,India,Asia,Master’s degree,1-3 years,0-49 employees,3-4,I do not share my work publicly
1810,25-29,Man,Nigeria,África,Bachelor’s degree,3-5 years,0-49 employees,3-4,
1811,22-24,Woman,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,< 1 years,,,
1812,25-29,Man,Hong Kong (S.A.R.),Asia,Master’s degree,5-10 years,"10,000 or more employees",20+,Kaggle
1813,45-49,Man,Singapore,Asia,Bachelor’s degree,10-20 years,"1000-9,999 employees",5-9,I do not share my work publicly
1814,22-24,Man,Brazil,América del Sur,Some college/university study without earning a bachelor’s degree,< 1 years,"1000-9,999 employees",5-9,GitHub
1815,25-29,Man,Switzerland,Europa,Master’s degree,1-3 years,"1000-9,999 employees",10-14,GitHub
1816,30-34,Man,Australia,Oceanía,Master’s degree,1-3 years,250-999 employees,5-9,GitHub
1817,40-44,Man,Greece,Europa,Master’s degree,< 1 years,0-49 employees,1-2,
1818,25-29,Woman,United States of America,América del Norte,Master’s degree,5-10 years,"10,000 or more employees",20+,GitHub
1818,25-29,Woman,United States of America,América del Norte,Master’s degree,5-10 years,"10,000 or more employees",20+,Colab
1819,40-44,Woman,Canada,América del Norte,Master’s degree,3-5 years,0-49 employees,5-9,
1820,50-54,Man,Greece,Europa,No formal education past high school,20+ years,50-249 employees,1-2,
1821,25-29,Man,Bangladesh,Asia,Bachelor’s degree,1-3 years,50-249 employees,5-9,I do not share my work publicly
1822,22-24,Woman,United States of America,América del Norte,Master’s degree,< 1 years,0-49 employees,1-2,I do not share my work publicly
1823,35-39,Man,Russia,Asia,Doctoral degree,1-3 years,"10,000 or more employees",5-9,I do not share my work publicly
1824,18-21,Man,Russia,Asia,Bachelor’s degree,1-3 years,0-49 employees,1-2,
1825,25-29,Man,Canada,América del Norte,Bachelor’s degree,1-3 years,,,
1826,22-24,Man,Pakistan,Asia,Bachelor’s degree,1-3 years,0-49 employees,0,
1827,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,0-49 employees,,
1828,35-39,Man,India,Asia,Master’s degree,5-10 years,"10,000 or more employees",20+,
1829,40-44,Prefer not to say,I do not wish to disclose my location,NS/NC,I prefer not to answer,10-20 years,50-249 employees,20+,I do not share my work publicly
1830,30-34,Man,India,Asia,Bachelor’s degree,1-3 years,"10,000 or more employees",1-2,
1831,30-34,Man,China,Asia,Master’s degree,1-3 years,0-49 employees,1-2,I do not share my work publicly
1832,25-29,Woman,Philippines,Asia,Master’s degree,3-5 years,250-999 employees,20+,GitHub
1832,25-29,Woman,Philippines,Asia,Master’s degree,3-5 years,250-999 employees,20+,Kaggle
1833,45-49,Man,United States of America,América del Norte,Master’s degree,20+ years,"10,000 or more employees",10-14,GitHub
1833,45-49,Man,United States of America,América del Norte,Master’s degree,20+ years,"10,000 or more employees",10-14,Personal blog
1833,45-49,Man,United States of America,América del Norte,Master’s degree,20+ years,"10,000 or more employees",10-14,Kaggle
1834,30-34,Woman,Other,,Master’s degree,1-3 years,0-49 employees,0,
1835,25-29,Man,United States of America,América del Norte,Master’s degree,1-3 years,250-999 employees,1-2,
1836,25-29,Man,Japan,Asia,Master’s degree,1-3 years,50-249 employees,3-4,
1837,60-69,Man,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,20+ years,"10,000 or more employees",20+,
1838,35-39,Man,Nigeria,África,Master’s degree,3-5 years,0-49 employees,3-4,
1839,22-24,Man,Pakistan,Asia,I prefer not to answer,3-5 years,50-249 employees,3-4,GitHub
1839,22-24,Man,Pakistan,Asia,I prefer not to answer,3-5 years,50-249 employees,3-4,Colab
1840,22-24,Man,India,Asia,Master’s degree,5-10 years,"10,000 or more employees",3-4,Streamlit
1840,22-24,Man,India,Asia,Master’s degree,5-10 years,"10,000 or more employees",3-4,GitHub
1840,22-24,Man,India,Asia,Master’s degree,5-10 years,"10,000 or more employees",3-4,Personal blog
1841,25-29,Man,India,Asia,Master’s degree,1-3 years,"1000-9,999 employees",5-9,GitHub
1841,25-29,Man,India,Asia,Master’s degree,1-3 years,"1000-9,999 employees",5-9,Kaggle
1842,50-54,Woman,United States of America,América del Norte,Bachelor’s degree,20+ years,250-999 employees,1-2,
1843,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,0-49 employees,5-9,
1844,35-39,Man,Nigeria,África,Bachelor’s degree,1-3 years,250-999 employees,15-19,GitHub
1845,25-29,Man,Viet Nam,Asia,Master’s degree,3-5 years,"1000-9,999 employees",20+,
1846,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years,"1000-9,999 employees",20+,I do not share my work publicly
1847,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,50-249 employees,3-4,
1848,30-34,Man,Nigeria,África,Professional doctorate,< 1 years,0-49 employees,3-4,Plotly Dash
1848,30-34,Man,Nigeria,África,Professional doctorate,< 1 years,0-49 employees,3-4,NBViewer
1848,30-34,Man,Nigeria,África,Professional doctorate,< 1 years,0-49 employees,3-4,Personal blog
1849,22-24,Woman,India,Asia,Master’s degree,1-3 years,,,
1850,22-24,Man,Ukraine,Europa,Master’s degree,1-3 years,"10,000 or more employees",0,I do not share my work publicly
1851,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,10-20 years,0-49 employees,5-9,GitHub
1851,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,10-20 years,0-49 employees,5-9,Kaggle
1852,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,,,
1853,30-34,Man,Chile,América del Sur,Bachelor’s degree,1-3 years,"1000-9,999 employees",1-2,
1854,50-54,Man,Spain,Europa,Master’s degree,20+ years,"1000-9,999 employees",5-9,Kaggle
1854,50-54,Man,Spain,Europa,Master’s degree,20+ years,"1000-9,999 employees",5-9,Colab
1855,22-24,Man,United States of America,América del Norte,Master’s degree,1-3 years,"1000-9,999 employees",10-14,
1856,18-21,Man,Egypt,África,Bachelor’s degree,1-3 years,0-49 employees,0,
1857,25-29,Man,"Iran, Islamic Republic of...",Asia,Master’s degree,< 1 years,50-249 employees,0,I do not share my work publicly
1858,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,50-249 employees,1-2,
1859,50-54,Woman,United States of America,América del Norte,Master’s degree,I have never written code,"1000-9,999 employees",20+,
1860,45-49,Man,United States of America,América del Norte,Master’s degree,20+ years,0-49 employees,1-2,GitHub
1861,30-34,Man,Germany,Europa,Doctoral degree,10-20 years,"1000-9,999 employees",10-14,
1862,40-44,Man,Russia,Asia,Master’s degree,< 1 years,"1000-9,999 employees",20+,I do not share my work publicly
1863,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,250-999 employees,0,GitHub
1863,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,250-999 employees,0,Kaggle
1863,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,250-999 employees,0,Colab
1864,40-44,Woman,South Africa,África,Professional doctorate,5-10 years,"10,000 or more employees",20+,Plotly Dash
1864,40-44,Woman,South Africa,África,Professional doctorate,5-10 years,"10,000 or more employees",20+,Streamlit
1864,40-44,Woman,South Africa,África,Professional doctorate,5-10 years,"10,000 or more employees",20+,NBViewer
1864,40-44,Woman,South Africa,África,Professional doctorate,5-10 years,"10,000 or more employees",20+,GitHub
1864,40-44,Woman,South Africa,África,Professional doctorate,5-10 years,"10,000 or more employees",20+,Personal blog
1864,40-44,Woman,South Africa,África,Professional doctorate,5-10 years,"10,000 or more employees",20+,Kaggle
1864,40-44,Woman,South Africa,África,Professional doctorate,5-10 years,"10,000 or more employees",20+,Colab
1864,40-44,Woman,South Africa,África,Professional doctorate,5-10 years,"10,000 or more employees",20+,Shiny
1865,45-49,Man,Nigeria,África,Bachelor’s degree,< 1 years,50-249 employees,0,
1866,30-34,Woman,Brazil,América del Sur,Master’s degree,1-3 years,"1000-9,999 employees",20+,GitHub
1866,30-34,Woman,Brazil,América del Sur,Master’s degree,1-3 years,"1000-9,999 employees",20+,Kaggle
1866,30-34,Woman,Brazil,América del Sur,Master’s degree,1-3 years,"1000-9,999 employees",20+,Colab
1867,22-24,Man,Egypt,África,Bachelor’s degree,3-5 years,0-49 employees,0,GitHub
1867,22-24,Man,Egypt,África,Bachelor’s degree,3-5 years,0-49 employees,0,Kaggle
1868,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,1-3 years,0-49 employees,3-4,
1869,18-21,Man,China,Asia,Bachelor’s degree,1-3 years,0-49 employees,5-9,GitHub
1869,18-21,Man,China,Asia,Bachelor’s degree,1-3 years,0-49 employees,5-9,Kaggle
1870,40-44,Man,Indonesia,Asia,Master’s degree,1-3 years,"1000-9,999 employees",5-9,GitHub
1870,40-44,Man,Indonesia,Asia,Master’s degree,1-3 years,"1000-9,999 employees",5-9,Kaggle
1870,40-44,Man,Indonesia,Asia,Master’s degree,1-3 years,"1000-9,999 employees",5-9,Colab
1871,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,"1000-9,999 employees",20+,GitHub
1872,18-21,Woman,India,Asia,Bachelor’s degree,1-3 years,"10,000 or more employees",20+,
1873,25-29,Man,India,Asia,I prefer not to answer,10-20 years,50-249 employees,1-2,
1874,18-21,Man,Egypt,África,Bachelor’s degree,1-3 years,,,
1875,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,0-49 employees,5-9,
1876,22-24,Woman,India,Asia,Bachelor’s degree,< 1 years,,,
1877,25-29,Woman,Other,,Master’s degree,1-3 years,"1000-9,999 employees",1-2,
1878,25-29,Woman,Indonesia,Asia,Bachelor’s degree,1-3 years,0-49 employees,1-2,GitHub
1878,25-29,Woman,Indonesia,Asia,Bachelor’s degree,1-3 years,0-49 employees,1-2,Colab
1879,22-24,Man,China,Asia,Master’s degree,1-3 years,"10,000 or more employees",20+,GitHub
1879,22-24,Man,China,Asia,Master’s degree,1-3 years,"10,000 or more employees",20+,Kaggle
1880,30-34,Man,Japan,Asia,No formal education past high school,< 1 years,0-49 employees,1-2,GitHub
1881,40-44,Man,Mexico,América del Sur,Doctoral degree,3-5 years,,,
1882,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years,"10,000 or more employees",20+,GitHub
1882,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years,"10,000 or more employees",20+,Colab
1883,22-24,Woman,India,Asia,Master’s degree,1-3 years,0-49 employees,0,Colab
1884,22-24,Woman,India,Asia,Bachelor’s degree,5-10 years,"10,000 or more employees",10-14,I do not share my work publicly
1885,45-49,Woman,Spain,Europa,Master’s degree,< 1 years,0-49 employees,1-2,GitHub
1885,45-49,Woman,Spain,Europa,Master’s degree,< 1 years,0-49 employees,1-2,Kaggle
1885,45-49,Woman,Spain,Europa,Master’s degree,< 1 years,0-49 employees,1-2,Colab
1886,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,0-49 employees,0,
1887,25-29,Man,Egypt,África,Some college/university study without earning a bachelor’s degree,< 1 years,0-49 employees,0,GitHub
1887,25-29,Man,Egypt,África,Some college/university study without earning a bachelor’s degree,< 1 years,0-49 employees,0,Kaggle
1888,18-21,Man,India,Asia,Bachelor’s degree,3-5 years,0-49 employees,3-4,GitHub
1888,18-21,Man,India,Asia,Bachelor’s degree,3-5 years,0-49 employees,3-4,Colab
1889,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,< 1 years,"1000-9,999 employees",20+,I do not share my work publicly
1890,30-34,Man,China,Asia,Bachelor’s degree,5-10 years,250-999 employees,10-14,
1891,22-24,Woman,Kenya,África,Some college/university study without earning a bachelor’s degree,< 1 years,,,
1892,30-34,Man,India,Asia,Master’s degree,3-5 years,"10,000 or more employees",3-4,I do not share my work publicly
1893,25-29,Woman,India,Asia,Master’s degree,< 1 years,0-49 employees,3-4,GitHub
1893,25-29,Woman,India,Asia,Master’s degree,< 1 years,0-49 employees,3-4,Kaggle
1894,25-29,Man,China,Asia,Master’s degree,< 1 years,"10,000 or more employees",5-9,GitHub
1895,22-24,Man,Philippines,Asia,Bachelor’s degree,3-5 years,50-249 employees,5-9,I do not share my work publicly
1896,35-39,Man,India,Asia,Master’s degree,I have never written code,"10,000 or more employees",3-4,
1897,35-39,Man,Italy,Europa,Master’s degree,1-3 years,"1000-9,999 employees",20+,
1898,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,,,
1899,30-34,Woman,India,Asia,Bachelor’s degree,1-3 years,"1000-9,999 employees",20+,
1900,30-34,Man,Thailand,Asia,Master’s degree,1-3 years,"1000-9,999 employees",20+,GitHub
1900,30-34,Man,Thailand,Asia,Master’s degree,1-3 years,"1000-9,999 employees",20+,Colab
1900,30-34,Man,Thailand,Asia,Master’s degree,1-3 years,"1000-9,999 employees",20+,Shiny
1901,22-24,Man,Colombia,América del Sur,Bachelor’s degree,1-3 years,"10,000 or more employees",20+,
1902,25-29,Man,Ukraine,Europa,Master’s degree,< 1 years,50-249 employees,0,
1903,25-29,Man,Spain,Europa,Master’s degree,3-5 years,250-999 employees,5-9,
1904,18-21,Man,Egypt,África,Bachelor’s degree,< 1 years,0-49 employees,5-9,I do not share my work publicly
1905,22-24,Man,India,Asia,Master’s degree,3-5 years,"10,000 or more employees",3-4,GitHub
1905,22-24,Man,India,Asia,Master’s degree,3-5 years,"10,000 or more employees",3-4,Kaggle
1906,45-49,Man,United States of America,América del Norte,Master’s degree,10-20 years,250-999 employees,1-2,Other
1907,35-39,Man,Kenya,África,Master’s degree,I have never written code,"10,000 or more employees",0,
1908,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,"1000-9,999 employees",5-9,Kaggle
1909,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,0-49 employees,3-4,
1910,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,3-5 years,250-999 employees,5-9,
1911,35-39,Woman,South Korea,Asia,Master’s degree,10-20 years,0-49 employees,3-4,GitHub
1911,35-39,Woman,South Korea,Asia,Master’s degree,10-20 years,0-49 employees,3-4,Kaggle
1911,35-39,Woman,South Korea,Asia,Master’s degree,10-20 years,0-49 employees,3-4,Colab
1912,35-39,Man,India,Asia,Master’s degree,5-10 years,"10,000 or more employees",5-9,I do not share my work publicly
1913,45-49,Man,Other,,Master’s degree,1-3 years,"1000-9,999 employees",10-14,I do not share my work publicly
1914,25-29,Man,India,Asia,Master’s degree,< 1 years,250-999 employees,20+,Kaggle
