,age,gender,q3,q4,q6,q7,q8,q9,q10,q14,q20,q21,q22,q24,q34,q35,q39,q41
1059,30-34,Man,Russia,Master’s degree,1-3 years,"['Python', ' SQL']",Python,"['Visual Studio Code (VSCode) ', 'Jupyter Notebook']",['Kaggle Notebooks'],"[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ', 'Bokeh ']",['Manufacturing/Fabrication'],50-249 employees,1-2,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']",,,[''],"['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
1060,22-24,Man,China,Some college/university study without earning a bachelor’s degree,1-3 years,"['Python', ' SQL', ' C']",Python,['Visual Studio Code (VSCode) '],['None'],"[' Matplotlib ', 'Seaborn ']",['Computers/Technology'],50-249 employees,10-14,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Build and/or run a machine learning service that operationally improves my product or workflows']", Tableau,,['I do not share my work publicly'],"['Business intelligence software (Salesforce', ' Tableau', ' Spotfire', ' etc.)']"
1061,30-34,Man,China,Master’s degree,1-3 years,"['Python', ' SQL']",Python,['Visual Studio Code (VSCode) '],['Kaggle Notebooks'],"[' Matplotlib ', 'Seaborn ']",['Computers/Technology'],0-49 employees,1-2,['Analyze and understand data to influence product or business decisions'], None,,['Personal blog'],"['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
1062,18-21,Man,China,Master’s degree,3-5 years,"['Python', ' SQL', ' C', ' C++', ' Java', ' MATLAB']",C++,['Visual Studio Code (VSCode) '],['Other'],[' Matplotlib '],['Academics/Education'],0-49 employees,1-2,['Analyze and understand data to influence product or business decisions'],Amazon QuickSight,,['GitHub'],['Other']
1063,40-44,Man,India,Bachelor’s degree,1-3 years,[' Other'],Python,"['RStudio ', 'Jupyter Notebook']",['Other'],"[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ', 'Ggplot / ggplot2 ']",['Hospitality/Entertainment/Sports'],0-49 employees,0,['Analyze and understand data to influence product or business decisions'], Google Data Studio,,"['Kaggle', 'Shiny']","['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
1064,18-21,Man,India,Bachelor’s degree,< 1 years,"['Python', ' C']",Python,[' Spyder'],['Colab Notebooks'],"[' Matplotlib ', 'Seaborn ']",['Academics/Education'],,,,,,[''],
1065,25-29,Man,India,Bachelor’s degree,1-3 years,"['Python', ' R']",SQL,['Jupyter Notebook'],['Kaggle Notebooks'],,,,,,,,[''],
1066,22-24,Woman,India,Bachelor’s degree,1-3 years,"['Python', ' R', ' SQL']",Python,['Jupyter Notebook'],"['Kaggle Notebooks', 'Observable Notebooks']","[' Matplotlib ', 'Seaborn ']",['Academics/Education'],250-999 employees,5-9,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Experimentation and iteration to improve existing ML models', ' Do research that advances the state of the art of machine learning']"," Microsoft Power BI, Tableau",Tableau,['GitHub'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
1067,22-24,Woman,Other,Master’s degree,1-3 years,"['Python', ' SQL', ' Javascript', ' MATLAB']",Python,"['RStudio ', 'Visual Studio Code (VSCode) ', 'PyCharm ', 'Jupyter Notebook']","['Colab Notebooks', 'Azure Notebooks', 'Google Cloud Notebooks (AI Platform / Vertex AI)']","[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ']",['Computers/Technology'],0-49 employees,3-4,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Experimentation and iteration to improve existing ML models', ' Do research that advances the state of the art of machine learning']"," Microsoft Power BI, Microsoft Azure Synapse ",Microsoft Azure Synapse ,"['GitHub', 'Colab']","['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
1068,35-39,Man,Taiwan,Master’s degree,1-3 years,['Python'],Python,"['Visual Studio Code (VSCode) ', 'Jupyter Notebook']",['None'],"[' Matplotlib ', 'Plotly / Plotly Express ']",['Manufacturing/Fabrication'],0-49 employees,1-2,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']", None,,['I do not share my work publicly'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
1069,25-29,Man,Japan,Master’s degree,3-5 years,"['Python', ' MATLAB']",Python,"['Visual Studio Code (VSCode) ', 'Jupyter Notebook']","['Kaggle Notebooks', 'Colab Notebooks', 'Databricks Collaborative Notebooks']","[' Matplotlib ', 'Seaborn ']",['Marketing/CRM'],"1000-9,999 employees",20+,"['Analyze and understand data to influence product or business decisions', ' Build and/or run a machine learning service that operationally improves my product or workflows', ' Do research that advances the state of the art of machine learning']"," Tableau, Domo",Tableau,['I do not share my work publicly'],"['Cloud-based data software & APIs (AWS', ' GCP', ' Azure', ' etc.)']"
1070,25-29,Man,India,Bachelor’s degree,< 1 years,"['Python', ' SQL']",Python,"[' Notepad++', 'Jupyter Notebook']",['Colab Notebooks'],"[' Matplotlib ', 'Seaborn ']",['Accounting/Finance'],"10,000 or more employees",5-9,['Analyze and understand data to influence product or business decisions'], Other,,['GitHub'],"['Business intelligence software (Salesforce', ' Tableau', ' Spotfire', ' etc.)']"
1071,40-44,Woman,Ecuador,Bachelor’s degree,3-5 years,"['Python', ' R']",R,"['RStudio ', ' Spyder', 'Jupyter Notebook']",['None'],"[' Matplotlib ', 'Seaborn ', 'Ggplot / ggplot2 ', 'Shiny ']",['Computers/Technology'],"1000-9,999 employees",3-4,['Analyze and understand data to influence product or business decisions'],,,[''],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
1072,30-34,Man,United States of America,Master’s degree,3-5 years,"[' R', ' SQL', ' Other']",Python,"['RStudio ', ' Sublime Text']",['None'],"['Plotly / Plotly Express ', 'Ggplot / ggplot2 ', 'Shiny ']",['Medical/Pharmaceutical'],"1000-9,999 employees",20+,['Analyze and understand data to influence product or business decisions'],,,[''],"['Advanced statistical software (SPSS', ' SAS', ' etc.)']"
1073,22-24,Man,China,Bachelor’s degree,< 1 years,['Python'],Python,"['Visual Studio Code (VSCode) ', 'Jupyter Notebook']",['None'],"[' Matplotlib ', 'Seaborn ']",['Computers/Technology'],250-999 employees,5-9,[' None of these activities are an important part of my role at work'],,,[''],"['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
1074,25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,< 1 years,['Python'],Python,"['PyCharm ', 'Jupyter Notebook']","['Kaggle Notebooks', 'Colab Notebooks']",[' None'],['Government/Public Service'],"1000-9,999 employees",20+,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']", Other,,['GitHub'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
1075,22-24,Woman,Kenya,Bachelor’s degree,< 1 years,"[' R', ' SQL']",Python,"['RStudio ', 'Visual Studio ', 'Visual Studio Code (VSCode) ', ' Sublime Text']",['None'],['Ggplot / ggplot2 '],['Other'],0-49 employees,1-2,['Analyze and understand data to influence product or business decisions'], Tableau,,['GitHub'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
1076,25-29,Man,China,Doctoral degree,1-3 years,"['Python', ' R']",Python,"['RStudio ', 'Jupyter Notebook']",['None'],['Ggplot / ggplot2 '],['Medical/Pharmaceutical'],0-49 employees,1-2,[' Experimentation and iteration to improve existing ML models'],,,[''],
1077,22-24,Woman,Nigeria,Bachelor’s degree,< 1 years,"['Python', ' SQL']",SQL,['Jupyter Notebook'],['Kaggle Notebooks'],"[' Matplotlib ', 'Seaborn ']",['Retail/Sales'],0-49 employees,1-2,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Do research that advances the state of the art of machine learning']", Tableau,,['GitHub'],"['Business intelligence software (Salesforce', ' Tableau', ' Spotfire', ' etc.)']"
1078,30-34,Woman,Nigeria,Master’s degree,I have never written code,,,,[''],,['Insurance/Risk Assessment'],"1000-9,999 employees",20+,"['Analyze and understand data to influence product or business decisions', ' Build and/or run a machine learning service that operationally improves my product or workflows']",,,[''],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
1079,45-49,Woman,Turkey,No formal education past high school,I have never written code,,,,[''],,['Government/Public Service'],"10,000 or more employees",0,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']",,,[''],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
1080,40-44,Man,Other,Some college/university study without earning a bachelor’s degree,< 1 years,"['Python', ' Javascript', ' MATLAB']",Python,"['PyCharm ', ' Vim / Emacs', 'Jupyter Notebook']","['Kaggle Notebooks', 'Binder / JupyterHub']","['Seaborn ', 'Geoplotlib ']",['Government/Public Service'],50-249 employees,3-4,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Experimentation and iteration to improve existing ML models', ' Do research that advances the state of the art of machine learning']"," Microsoft Power BI, Google Data Studio, Tableau, SAP Analytics Cloud ",SAP Analytics Cloud ,['GitHub'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
1081,35-39,Man,Australia,Master’s degree,10-20 years,"['Python', ' R', ' SQL', ' Bash']",Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'RStudio ', 'Visual Studio Code (VSCode) ', ' Notepad++', ' Vim / Emacs']","['Colab Notebooks', 'Binder / JupyterHub']","[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ', 'Ggplot / ggplot2 ', 'Shiny ', 'Altair ', 'Bokeh ']",['Insurance/Risk Assessment'],"10,000 or more employees",20+,"['Analyze and understand data to influence product or business decisions', ' Build prototypes to explore applying machine learning to new areas']", Tableau,,"['Plotly Dash', 'Streamlit', 'NBViewer', 'Colab', 'Shiny']","['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
1082,30-34,Man,Other,Master’s degree,1-3 years,"['Python', ' R', ' SQL']",Python,['Jupyter Notebook'],['None'],"[' Matplotlib ', 'Seaborn ', 'Altair ']",['Marketing/CRM'],250-999 employees,0,['Analyze and understand data to influence product or business decisions'],,,[''],"['Advanced statistical software (SPSS', ' SAS', ' etc.)']"
1083,35-39,Woman,India,Bachelor’s degree,I have never written code,,,,[''],,['Computers/Technology'],"10,000 or more employees",20+,['Analyze and understand data to influence product or business decisions'],,,[''],
1084,30-34,Woman,India,Master’s degree,< 1 years,"['Python', ' SQL']",SQL,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'RStudio ', 'PyCharm ', 'Jupyter Notebook']",['Other'],"[' Matplotlib ', 'Seaborn ']",['Computers/Technology'],"10,000 or more employees",5-9,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']"," Microsoft Power BI, Tableau",Tableau,['Other'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
1085,30-34,Man,India,Master’s degree,3-5 years,"['Python', ' R']",Python,"['RStudio ', 'PyCharm ', 'Jupyter Notebook']","['Kaggle Notebooks', 'Colab Notebooks', 'Binder / JupyterHub']","[' Matplotlib ', 'Seaborn ']",['Academics/Education'],250-999 employees,5-9,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']", Tableau,,"['GitHub', 'Kaggle', 'Colab']","['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
1086,22-24,Woman,India,Bachelor’s degree,< 1 years,"['Python', ' R', ' SQL', ' C', ' C++']",Python,"['RStudio ', 'PyCharm ', ' Spyder', 'Jupyter Notebook']",['Kaggle Notebooks'],"[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ', 'Ggplot / ggplot2 ', 'Shiny ', 'D3 js ', 'Altair ', 'Bokeh ', 'Geoplotlib ', 'Leaflet / Folium ']",['Academics/Education'],0-49 employees,1-2,['Analyze and understand data to influence product or business decisions'],,,[''],
1087,22-24,Woman,Malaysia,Bachelor’s degree,1-3 years,"['Python', ' R', ' SQL', ' C++']",Python,['Jupyter Notebook'],['None'],[' None'],['Other'],0-49 employees,0,['Analyze and understand data to influence product or business decisions'], None,,['Kaggle'],"['Advanced statistical software (SPSS', ' SAS', ' etc.)']"
1088,45-49,Woman,United States of America,Some college/university study without earning a bachelor’s degree,< 1 years,['Python'],Python,"['PyCharm ', 'Jupyter Notebook']",['Colab Notebooks'],[' None'],['Retail/Sales'],50-249 employees,3-4,['Analyze and understand data to influence product or business decisions']," Google Data Studio, Tableau, Salesforce",Salesforce,['I do not share my work publicly'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
1089,22-24,Man,Brazil,Bachelor’s degree,1-3 years,"['Python', ' SQL']",Python,['Jupyter Notebook'],['None'],[' None'],['Online Service/Internet-based Services'],50-249 employees,0,['Analyze and understand data to influence product or business decisions']," Google Data Studio, Salesforce",Google Data Studio,['I do not share my work publicly'],"['Business intelligence software (Salesforce', ' Tableau', ' Spotfire', ' etc.)']"
1090,25-29,Man,Pakistan,Bachelor’s degree,3-5 years,"['Python', ' C', ' C++']",Java,['Visual Studio '],['None'],[' Other'],['Non-profit/Service'],250-999 employees,5-9,[' Do research that advances the state of the art of machine learning'], Other,,['Other'],['Other']
1091,25-29,Man,Greece,Master’s degree,1-3 years,"['Python', ' SQL']",Python,[' Spyder'],['None'],"[' Matplotlib ', 'Ggplot / ggplot2 ']",['Broadcasting/Communications'],"10,000 or more employees",20+,['Analyze and understand data to influence product or business decisions'], Microsoft Power BI,,['I do not share my work publicly'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
1092,30-34,Man,India,Master’s degree,5-10 years,"['Python', ' SQL']",Python,"['PyCharm ', ' Spyder', ' Notepad++', 'Jupyter Notebook']","['Kaggle Notebooks', 'Colab Notebooks']","[' Matplotlib ', 'Seaborn ']",['Medical/Pharmaceutical'],"1000-9,999 employees",3-4,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Build prototypes to explore applying machine learning to new areas', ' Build and/or run a machine learning service that operationally improves my product or workflows', ' Experimentation and iteration to improve existing ML models', ' Do research that advances the state of the art of machine learning']", Microsoft Power BI,,"['GitHub', 'Kaggle']","['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
