,age,gender,q3,continente,q4,q6,q8,q21,q22,q34
1741,25-29,Man,India,Asia,Master’s degree,3-5 years,Python,"1000-9,999 employees",20+, Tableau
1742,40-44,Man,Other,,Master’s degree,5-10 years,R,50-249 employees,3-4,Amazon QuickSight
1742,40-44,Man,Other,,Master’s degree,5-10 years,R,50-249 employees,3-4, Microsoft Power BI
1742,40-44,Man,Other,,Master’s degree,5-10 years,R,50-249 employees,3-4, Tableau
1743,25-29,Man,Germany,Europa,Master’s degree,< 1 years,Python,0-49 employees,1-2, None
1744,30-34,Woman,Malaysia,Asia,Master’s degree,5-10 years,Python,"1000-9,999 employees",15-19,
1745,25-29,Man,United States of America,América del Norte,Master’s degree,1-3 years,SQL,"10,000 or more employees",5-9,
1746,35-39,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years,Python,0-49 employees,0,
1747,35-39,Man,Other,,I prefer not to answer,< 1 years,Python,50-249 employees,1-2, None
1748,55-59,Man,Viet Nam,Asia,Doctoral degree,10-20 years,R,250-999 employees,5-9, Microsoft Power BI
1748,55-59,Man,Viet Nam,Asia,Doctoral degree,10-20 years,R,250-999 employees,5-9, Google Data Studio
1748,55-59,Man,Viet Nam,Asia,Doctoral degree,10-20 years,R,250-999 employees,5-9, Tableau
1749,50-54,Man,Netherlands,Europa,Bachelor’s degree,5-10 years,R,,,
1750,35-39,Man,Pakistan,Asia,Master’s degree,1-3 years,Python,"1000-9,999 employees",20+,
1751,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years,Python,"10,000 or more employees",0,
1752,30-34,Woman,United States of America,América del Norte,Master’s degree,3-5 years,SQL,"10,000 or more employees",20+, Tableau
1753,22-24,Woman,India,Asia,Master’s degree,< 1 years,Python,250-999 employees,5-9,
1754,30-34,Man,France,Europa,Master’s degree,1-3 years,Python,0-49 employees,3-4, Microsoft Power BI
1754,30-34,Man,France,Europa,Master’s degree,1-3 years,Python,0-49 employees,3-4, Tableau
1755,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,SQL,0-49 employees,1-2,
1756,25-29,Man,Mexico,América del Sur,Master’s degree,1-3 years,Python,"10,000 or more employees",0,
1757,35-39,Man,China,Asia,Master’s degree,< 1 years,Python,"1000-9,999 employees",0, Tableau
1758,18-21,Prefer not to say,China,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,0,
1759,25-29,Woman,Taiwan,Asia,Master’s degree,1-3 years,Python,250-999 employees,3-4, None
1760,35-39,Man,Singapore,Asia,Bachelor’s degree,I have never written code,,"10,000 or more employees",3-4,
1761,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,,,
1762,22-24,Woman,Taiwan,Asia,No formal education past high school,< 1 years,Python,,,
1763,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,Python,250-999 employees,3-4, Tableau
1764,25-29,Woman,Iraq,Asia,Master’s degree,1-3 years,Python,50-249 employees,1-2, None
1765,45-49,Man,Taiwan,Asia,Master’s degree,1-3 years,SQL,0-49 employees,1-2,
1766,30-34,Man,Turkey,África,Bachelor’s degree,< 1 years,Python,250-999 employees,1-2, None
1767,30-34,Woman,Other,,Doctoral degree,3-5 years,Python,50-249 employees,1-2, Google Data Studio
1768,30-34,Man,United States of America,América del Norte,Master’s degree,5-10 years,Python,250-999 employees,1-2, Microsoft Power BI
1768,30-34,Man,United States of America,América del Norte,Master’s degree,5-10 years,Python,250-999 employees,1-2, Tableau
1768,30-34,Man,United States of America,América del Norte,Master’s degree,5-10 years,Python,250-999 employees,1-2, Qlik
1768,30-34,Man,United States of America,América del Norte,Master’s degree,5-10 years,Python,250-999 employees,1-2, Alteryx 
1769,18-21,Woman,Indonesia,Asia,Some college/university study without earning a bachelor’s degree,1-3 years,Bash,"10,000 or more employees",10-14, None
1770,25-29,Woman,Indonesia,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,Python,0-49 employees,1-2,
1771,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",20+,
1772,18-21,Man,Egypt,África,Bachelor’s degree,< 1 years,SQL,0-49 employees,5-9,
1773,35-39,Man,India,Asia,Doctoral degree,3-5 years,Python,0-49 employees,0,
1774,25-29,Man,Japan,Asia,Bachelor’s degree,< 1 years,R,"10,000 or more employees",1-2, Sisense 
1775,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Doctoral degree,10-20 years,Python,0-49 employees,3-4,
1776,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Other,"1000-9,999 employees",0, Other
1777,40-44,Woman,United States of America,América del Norte,Master’s degree,10-20 years,Python,"10,000 or more employees",1-2,
1778,25-29,Man,Netherlands,Europa,Bachelor’s degree,3-5 years,SQL,"10,000 or more employees",20+,
1779,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,< 1 years,SQL,"1000-9,999 employees",10-14, None
1780,40-44,Man,India,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",3-4, Tableau
1781,55-59,Man,Ireland,Europa,Professional doctorate,< 1 years,Python,0-49 employees,1-2,
1782,18-21,Man,India,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",20+, None
1783,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,250-999 employees,3-4, None
1784,22-24,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,0-49 employees,3-4,
1785,18-21,Man,China,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,Java,0-49 employees,0,
1786,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2,
1787,30-34,Man,Malaysia,Asia,Bachelor’s degree,5-10 years,Python,"10,000 or more employees",20+, Microsoft Power BI
1788,25-29,Woman,India,Asia,Master’s degree,< 1 years,Python,"1000-9,999 employees",10-14,
1789,35-39,Man,Germany,Europa,Master’s degree,< 1 years,Python,50-249 employees,5-9, Microsoft Power BI
1789,35-39,Man,Germany,Europa,Master’s degree,< 1 years,Python,50-249 employees,5-9, Tableau
1790,45-49,Man,United States of America,América del Norte,Master’s degree,< 1 years,Python,50-249 employees,15-19, Microsoft Power BI
1790,45-49,Man,United States of America,América del Norte,Master’s degree,< 1 years,Python,50-249 employees,15-19, Tableau
1791,35-39,Man,Other,,Bachelor’s degree,< 1 years,Other,0-49 employees,5-9, None
1792,30-34,Man,Portugal,Europa,Master’s degree,1-3 years,Python,250-999 employees,0,
1793,25-29,Woman,United States of America,América del Norte,Bachelor’s degree,< 1 years,Python,0-49 employees,0, None
1794,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Python,250-999 employees,20+, Microsoft Power BI
1795,25-29,Man,Greece,Europa,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",20+,
1796,35-39,Man,South Korea,Asia,Bachelor’s degree,3-5 years,SQL,250-999 employees,5-9, Tableau
1797,18-21,Man,Viet Nam,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",10-14, Microsoft Power BI
1797,18-21,Man,Viet Nam,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",10-14, Tableau
1798,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,C++,"10,000 or more employees",20+, Tableau
1798,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,C++,"10,000 or more employees",20+, Alteryx 
1799,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",3-4, Tableau
1799,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",3-4, Tableau CRM
1800,30-34,Man,Canada,América del Norte,Master’s degree,I have never written code,,"10,000 or more employees",3-4,
1801,30-34,Man,South Korea,Asia,Some college/university study without earning a bachelor’s degree,3-5 years,R,0-49 employees,5-9, None
1802,30-34,Man,South Korea,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,0, None
1803,22-24,Woman,Malaysia,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,3-4, None
1804,22-24,Man,Italy,Europa,Master’s degree,1-3 years,Python,"1000-9,999 employees",20+,
1805,35-39,Man,Egypt,África,Master’s degree,1-3 years,SQL,0-49 employees,0, None
1806,55-59,Man,India,Asia,Master’s degree,I have never written code,,"1000-9,999 employees",5-9,
1807,22-24,Woman,Kazakhstan,Asia,Bachelor’s degree,10-20 years,Python,250-999 employees,3-4,
1808,25-29,Man,Colombia,América del Sur,Master’s degree,3-5 years,Python,50-249 employees,3-4, Microsoft Power BI
1808,25-29,Man,Colombia,América del Sur,Master’s degree,3-5 years,Python,50-249 employees,3-4, Google Data Studio
1808,25-29,Man,Colombia,América del Sur,Master’s degree,3-5 years,Python,50-249 employees,3-4, Tableau
1809,30-34,Man,India,Asia,Master’s degree,1-3 years,SQL,0-49 employees,3-4, Looker
1810,25-29,Man,Nigeria,África,Bachelor’s degree,3-5 years,Python,0-49 employees,3-4,
1811,22-24,Woman,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,< 1 years,Python,,,
1812,25-29,Man,Hong Kong (S.A.R.),Asia,Master’s degree,5-10 years,SQL,"10,000 or more employees",20+, Tableau
1813,45-49,Man,Singapore,Asia,Bachelor’s degree,10-20 years,R,"1000-9,999 employees",5-9, Google Data Studio
1813,45-49,Man,Singapore,Asia,Bachelor’s degree,10-20 years,R,"1000-9,999 employees",5-9, Tableau
1813,45-49,Man,Singapore,Asia,Bachelor’s degree,10-20 years,R,"1000-9,999 employees",5-9, Salesforce
1814,22-24,Man,Brazil,América del Sur,Some college/university study without earning a bachelor’s degree,< 1 years,SQL,"1000-9,999 employees",5-9, Microsoft Power BI
1815,25-29,Man,Switzerland,Europa,Master’s degree,1-3 years,Python,"1000-9,999 employees",10-14, Tableau CRM
1816,30-34,Man,Australia,Oceanía,Master’s degree,1-3 years,Python,250-999 employees,5-9, None
1817,40-44,Man,Greece,Europa,Master’s degree,< 1 years,Python,0-49 employees,1-2,
1818,25-29,Woman,United States of America,América del Norte,Master’s degree,5-10 years,Python,"10,000 or more employees",20+, Tableau
1819,40-44,Woman,Canada,América del Norte,Master’s degree,3-5 years,Python,0-49 employees,5-9,
1820,50-54,Man,Greece,Europa,No formal education past high school,20+ years,R,50-249 employees,1-2,
1821,25-29,Man,Bangladesh,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,5-9, Tableau
1822,22-24,Woman,United States of America,América del Norte,Master’s degree,< 1 years,Python,0-49 employees,1-2, None
1823,35-39,Man,Russia,Asia,Doctoral degree,1-3 years,Python,"10,000 or more employees",5-9, Tableau
1823,35-39,Man,Russia,Asia,Doctoral degree,1-3 years,Python,"10,000 or more employees",5-9, SAP Analytics Cloud 
1824,18-21,Man,Russia,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2,
1825,25-29,Man,Canada,América del Norte,Bachelor’s degree,1-3 years,Python,,,
1826,22-24,Man,Pakistan,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,0,
1827,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,,
1828,35-39,Man,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",20+,
1829,40-44,Prefer not to say,I do not wish to disclose my location,NS/NC,I prefer not to answer,10-20 years,Python,50-249 employees,20+, Tableau CRM
1830,30-34,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",1-2,
1831,30-34,Man,China,Asia,Master’s degree,1-3 years,Python,0-49 employees,1-2, None
1832,25-29,Woman,Philippines,Asia,Master’s degree,3-5 years,SQL,250-999 employees,20+, Microsoft Power BI
1833,45-49,Man,United States of America,América del Norte,Master’s degree,20+ years,Python,"10,000 or more employees",10-14, Microsoft Power BI
1833,45-49,Man,United States of America,América del Norte,Master’s degree,20+ years,Python,"10,000 or more employees",10-14, Tableau
1834,30-34,Woman,Other,,Master’s degree,1-3 years,Python,0-49 employees,0,
1835,25-29,Man,United States of America,América del Norte,Master’s degree,1-3 years,Python,250-999 employees,1-2,
1836,25-29,Man,Japan,Asia,Master’s degree,1-3 years,Python,50-249 employees,3-4,
1837,60-69,Man,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,20+ years,Python,"10,000 or more employees",20+,
1838,35-39,Man,Nigeria,África,Master’s degree,3-5 years,Python,0-49 employees,3-4,
1839,22-24,Man,Pakistan,Asia,I prefer not to answer,3-5 years,Python,50-249 employees,3-4, Salesforce
1840,22-24,Man,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",3-4, Microsoft Power BI
1840,22-24,Man,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",3-4, Tableau
1840,22-24,Man,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",3-4, Qlik
1841,25-29,Man,India,Asia,Master’s degree,1-3 years,Python,"1000-9,999 employees",5-9, Microsoft Power BI
1842,50-54,Woman,United States of America,América del Norte,Bachelor’s degree,20+ years,Python,250-999 employees,1-2,
1843,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,5-9, Salesforce
1843,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,5-9, Tableau CRM
1844,35-39,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,250-999 employees,15-19,Amazon QuickSight
1844,35-39,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,250-999 employees,15-19, Microsoft Power BI
1844,35-39,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,250-999 employees,15-19, Tableau
1845,25-29,Man,Viet Nam,Asia,Master’s degree,3-5 years,Python,"1000-9,999 employees",20+,
1846,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years,Python,"1000-9,999 employees",20+, Tableau
1847,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,3-4,
1848,30-34,Man,Nigeria,África,Professional doctorate,< 1 years,SQL,0-49 employees,3-4, Microsoft Power BI
1848,30-34,Man,Nigeria,África,Professional doctorate,< 1 years,SQL,0-49 employees,3-4, Tableau
1848,30-34,Man,Nigeria,África,Professional doctorate,< 1 years,SQL,0-49 employees,3-4, Tableau CRM
1849,22-24,Woman,India,Asia,Master’s degree,1-3 years,R,,,
1850,22-24,Man,Ukraine,Europa,Master’s degree,1-3 years,Python,"10,000 or more employees",0, Microsoft Power BI
1851,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,10-20 years,Python,0-49 employees,5-9, None
1852,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,,,
1853,30-34,Man,Chile,América del Sur,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",1-2,
1854,50-54,Man,Spain,Europa,Master’s degree,20+ years,Python,"1000-9,999 employees",5-9, Other
1855,22-24,Man,United States of America,América del Norte,Master’s degree,1-3 years,R,"1000-9,999 employees",10-14,
1856,18-21,Man,Egypt,África,Bachelor’s degree,1-3 years,Python,0-49 employees,0,
1857,25-29,Man,"Iran, Islamic Republic of...",Asia,Master’s degree,< 1 years,Python,50-249 employees,0, Microsoft Power BI
1858,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Python,50-249 employees,1-2,
1859,50-54,Woman,United States of America,América del Norte,Master’s degree,I have never written code,,"1000-9,999 employees",20+,
1860,45-49,Man,United States of America,América del Norte,Master’s degree,20+ years,Python,0-49 employees,1-2,Amazon QuickSight
1860,45-49,Man,United States of America,América del Norte,Master’s degree,20+ years,Python,0-49 employees,1-2, Tableau
1861,30-34,Man,Germany,Europa,Doctoral degree,10-20 years,Python,"1000-9,999 employees",10-14,
1862,40-44,Man,Russia,Asia,Master’s degree,< 1 years,Python,"1000-9,999 employees",20+, Microsoft Power BI
1863,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,250-999 employees,0, None
1864,40-44,Woman,South Africa,África,Professional doctorate,5-10 years,Javascript,"10,000 or more employees",20+,Amazon QuickSight
1864,40-44,Woman,South Africa,África,Professional doctorate,5-10 years,Javascript,"10,000 or more employees",20+, Microsoft Power BI
1864,40-44,Woman,South Africa,África,Professional doctorate,5-10 years,Javascript,"10,000 or more employees",20+, Google Data Studio
1864,40-44,Woman,South Africa,África,Professional doctorate,5-10 years,Javascript,"10,000 or more employees",20+, Looker
1864,40-44,Woman,South Africa,África,Professional doctorate,5-10 years,Javascript,"10,000 or more employees",20+, Tableau
1864,40-44,Woman,South Africa,África,Professional doctorate,5-10 years,Javascript,"10,000 or more employees",20+, Salesforce
1864,40-44,Woman,South Africa,África,Professional doctorate,5-10 years,Javascript,"10,000 or more employees",20+, Tableau CRM
1864,40-44,Woman,South Africa,África,Professional doctorate,5-10 years,Javascript,"10,000 or more employees",20+, Qlik
1864,40-44,Woman,South Africa,África,Professional doctorate,5-10 years,Javascript,"10,000 or more employees",20+, Domo
1864,40-44,Woman,South Africa,África,Professional doctorate,5-10 years,Javascript,"10,000 or more employees",20+, TIBCO Spotfire
1864,40-44,Woman,South Africa,África,Professional doctorate,5-10 years,Javascript,"10,000 or more employees",20+, Alteryx 
1864,40-44,Woman,South Africa,África,Professional doctorate,5-10 years,Javascript,"10,000 or more employees",20+, Sisense 
1864,40-44,Woman,South Africa,África,Professional doctorate,5-10 years,Javascript,"10,000 or more employees",20+, SAP Analytics Cloud 
1864,40-44,Woman,South Africa,África,Professional doctorate,5-10 years,Javascript,"10,000 or more employees",20+, Microsoft Azure Synapse 
1864,40-44,Woman,South Africa,África,Professional doctorate,5-10 years,Javascript,"10,000 or more employees",20+, Thoughtspot 
1865,45-49,Man,Nigeria,África,Bachelor’s degree,< 1 years,SQL,50-249 employees,0,
1866,30-34,Woman,Brazil,América del Sur,Master’s degree,1-3 years,Python,"1000-9,999 employees",20+, Microsoft Power BI
1867,22-24,Man,Egypt,África,Bachelor’s degree,3-5 years,Python,0-49 employees,0, Tableau
1868,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,1-3 years,Python,0-49 employees,3-4,
1869,18-21,Man,China,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,5-9, Microsoft Power BI
1869,18-21,Man,China,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,5-9, SAP Analytics Cloud 
1870,40-44,Man,Indonesia,Asia,Master’s degree,1-3 years,Python,"1000-9,999 employees",5-9, Microsoft Power BI
1870,40-44,Man,Indonesia,Asia,Master’s degree,1-3 years,Python,"1000-9,999 employees",5-9, Google Data Studio
1870,40-44,Man,Indonesia,Asia,Master’s degree,1-3 years,Python,"1000-9,999 employees",5-9, Salesforce
1871,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",20+, None
1872,18-21,Woman,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",20+,
1873,25-29,Man,India,Asia,I prefer not to answer,10-20 years,Python,50-249 employees,1-2,
1874,18-21,Man,Egypt,África,Bachelor’s degree,1-3 years,Python,,,
1875,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,5-9, Microsoft Power BI
1875,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,5-9, Tableau
1875,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,5-9, Tableau CRM
1876,22-24,Woman,India,Asia,Bachelor’s degree,< 1 years,Python,,,
1877,25-29,Woman,Other,,Master’s degree,1-3 years,R,"1000-9,999 employees",1-2,
1878,25-29,Woman,Indonesia,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2, Google Data Studio
1878,25-29,Woman,Indonesia,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2, Tableau
1879,22-24,Man,China,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",20+, Tableau
1879,22-24,Man,China,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",20+, Qlik
1880,30-34,Man,Japan,Asia,No formal education past high school,< 1 years,Python,0-49 employees,1-2, Google Data Studio
1881,40-44,Man,Mexico,América del Sur,Doctoral degree,3-5 years,MATLAB,,,
1882,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years,SQL,"10,000 or more employees",20+, Tableau
1883,22-24,Woman,India,Asia,Master’s degree,1-3 years,Python,0-49 employees,0, Microsoft Power BI
1884,22-24,Woman,India,Asia,Bachelor’s degree,5-10 years,C++,"10,000 or more employees",10-14, None
1885,45-49,Woman,Spain,Europa,Master’s degree,< 1 years,Python,0-49 employees,1-2, Tableau
1886,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Java,0-49 employees,0,
1887,25-29,Man,Egypt,África,Some college/university study without earning a bachelor’s degree,< 1 years,Python,0-49 employees,0, None
1888,18-21,Man,India,Asia,Bachelor’s degree,3-5 years,Python,0-49 employees,3-4, Google Data Studio
1888,18-21,Man,India,Asia,Bachelor’s degree,3-5 years,Python,0-49 employees,3-4, Microsoft Azure Synapse 
1889,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,< 1 years,SQL,"1000-9,999 employees",20+, None
1890,30-34,Man,China,Asia,Bachelor’s degree,5-10 years,Python,250-999 employees,10-14,
1891,22-24,Woman,Kenya,África,Some college/university study without earning a bachelor’s degree,< 1 years,SQL,,,
1892,30-34,Man,India,Asia,Master’s degree,3-5 years,Python,"10,000 or more employees",3-4, Microsoft Power BI
1892,30-34,Man,India,Asia,Master’s degree,3-5 years,Python,"10,000 or more employees",3-4, Google Data Studio
1892,30-34,Man,India,Asia,Master’s degree,3-5 years,Python,"10,000 or more employees",3-4, Tableau
1893,25-29,Woman,India,Asia,Master’s degree,< 1 years,Python,0-49 employees,3-4, Tableau
1894,25-29,Man,China,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",5-9, Tableau
1895,22-24,Man,Philippines,Asia,Bachelor’s degree,3-5 years,Python,50-249 employees,5-9, Tableau
1896,35-39,Man,India,Asia,Master’s degree,I have never written code,,"10,000 or more employees",3-4,
1897,35-39,Man,Italy,Europa,Master’s degree,1-3 years,Python,"1000-9,999 employees",20+,
1898,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,R,,,
1899,30-34,Woman,India,Asia,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",20+,
1900,30-34,Man,Thailand,Asia,Master’s degree,1-3 years,SQL,"1000-9,999 employees",20+, Microsoft Power BI
1900,30-34,Man,Thailand,Asia,Master’s degree,1-3 years,SQL,"1000-9,999 employees",20+, Tableau
1901,22-24,Man,Colombia,América del Sur,Bachelor’s degree,1-3 years,SQL,"10,000 or more employees",20+,
1902,25-29,Man,Ukraine,Europa,Master’s degree,< 1 years,Python,50-249 employees,0,
1903,25-29,Man,Spain,Europa,Master’s degree,3-5 years,R,250-999 employees,5-9,
1904,18-21,Man,Egypt,África,Bachelor’s degree,< 1 years,Python,0-49 employees,5-9, None
1905,22-24,Man,India,Asia,Master’s degree,3-5 years,SQL,"10,000 or more employees",3-4, Microsoft Power BI
1905,22-24,Man,India,Asia,Master’s degree,3-5 years,SQL,"10,000 or more employees",3-4, Tableau
1906,45-49,Man,United States of America,América del Norte,Master’s degree,10-20 years,Python,250-999 employees,1-2, Microsoft Power BI
1907,35-39,Man,Kenya,África,Master’s degree,I have never written code,,"10,000 or more employees",0,
1908,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",5-9, Microsoft Power BI
1908,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",5-9, Tableau
1908,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",5-9, SAP Analytics Cloud 
1909,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,3-4,
1910,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,3-5 years,Python,250-999 employees,5-9,
1911,35-39,Woman,South Korea,Asia,Master’s degree,10-20 years,Python,0-49 employees,3-4, Tableau
1912,35-39,Man,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",5-9, Microsoft Power BI
1912,35-39,Man,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",5-9, Tableau
1912,35-39,Man,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",5-9, Qlik
1913,45-49,Man,Other,,Master’s degree,1-3 years,Python,"1000-9,999 employees",10-14, Microsoft Power BI
1913,45-49,Man,Other,,Master’s degree,1-3 years,Python,"1000-9,999 employees",10-14, Tableau
1914,25-29,Man,India,Asia,Master’s degree,< 1 years,Python,250-999 employees,20+, None
1915,50-54,Man,Malaysia,Asia,Doctoral degree,I have never written code,,0-49 employees,3-4,
1916,22-24,Man,Bangladesh,Asia,Bachelor’s degree,3-5 years,Python,0-49 employees,0, Microsoft Power BI
1916,22-24,Man,Bangladesh,Asia,Bachelor’s degree,3-5 years,Python,0-49 employees,0, Tableau
1916,22-24,Man,Bangladesh,Asia,Bachelor’s degree,3-5 years,Python,0-49 employees,0, Tableau CRM
1917,25-29,Woman,Philippines,Asia,Master’s degree,5-10 years,Python,250-999 employees,5-9,
1918,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",1-2,
1919,25-29,Man,Peru,América del Sur,Bachelor’s degree,< 1 years,Python,0-49 employees,0, None
1920,30-34,Woman,Philippines,Asia,Master’s degree,5-10 years,SQL,0-49 employees,1-2, Google Data Studio
1920,30-34,Woman,Philippines,Asia,Master’s degree,5-10 years,SQL,0-49 employees,1-2, Looker
1920,30-34,Woman,Philippines,Asia,Master’s degree,5-10 years,SQL,0-49 employees,1-2, Tableau
1921,30-34,Man,India,Asia,Master’s degree,< 1 years,R,0-49 employees,1-2, Salesforce
1922,40-44,Man,United States of America,América del Norte,Master’s degree,5-10 years,R,250-999 employees,1-2,
1923,18-21,Woman,India,Asia,Bachelor’s degree,1-3 years,SQL,50-249 employees,3-4,
1924,35-39,Man,Turkey,África,Master’s degree,3-5 years,Python,0-49 employees,3-4, Microsoft Power BI
1925,18-21,Man,India,Asia,Master’s degree,< 1 years,Python,,,
1926,25-29,Man,Nigeria,África,Master’s degree,3-5 years,Python,250-999 employees,1-2,
1927,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,0-49 employees,3-4, Microsoft Power BI
1927,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,0-49 employees,3-4, Google Data Studio
1927,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,0-49 employees,3-4, Tableau
1928,30-34,Man,United States of America,América del Norte,Master’s degree,3-5 years,Python,"10,000 or more employees",20+, None
1929,25-29,Man,Taiwan,Asia,Master’s degree,1-3 years,Python,0-49 employees,1-2,
1930,40-44,Man,Spain,Europa,Master’s degree,10-20 years,Python,"1000-9,999 employees",1-2, Google Data Studio
1930,40-44,Man,Spain,Europa,Master’s degree,10-20 years,Python,"1000-9,999 employees",1-2, Tableau
1931,22-24,Woman,Taiwan,Asia,Bachelor’s degree,1-3 years,Python,250-999 employees,5-9, Microsoft Power BI
1931,22-24,Woman,Taiwan,Asia,Bachelor’s degree,1-3 years,Python,250-999 employees,5-9, Tableau
1932,35-39,Man,United States of America,América del Norte,Master’s degree,20+ years,R,250-999 employees,10-14, None
1933,22-24,Man,Bangladesh,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,0,
1934,25-29,Man,India,Asia,Master’s degree,< 1 years,Python,250-999 employees,0, None
1935,25-29,Man,Kazakhstan,Asia,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",5-9,
1936,55-59,Man,United States of America,América del Norte,Master’s degree,5-10 years,Python,"1000-9,999 employees",3-4, Microsoft Power BI
1936,55-59,Man,United States of America,América del Norte,Master’s degree,5-10 years,Python,"1000-9,999 employees",3-4, Qlik
1937,22-24,Woman,Russia,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,10-14, None
