,age,gender,q3,continente,q4,q6,q8,q21,q22,q32
2014,45-49,Man,Brazil,América del Sur,Master’s degree,20+ years,Python,250-999 employees,1-2,
2015,22-24,Man,Pakistan,Asia,Master’s degree,1-3 years,Python,0-49 employees,10-14,
2016,25-29,Man,Japan,Asia,Master’s degree,3-5 years,Python,"10,000 or more employees",20+,
2017,22-24,Woman,Viet Nam,Asia,Master’s degree,< 1 years,SQL,"1000-9,999 employees",20+, Google Cloud BigQuery 
2017,22-24,Woman,Viet Nam,Asia,Master’s degree,< 1 years,SQL,"1000-9,999 employees",20+, Google Cloud SQL 
2018,30-34,Man,Australia,Oceanía,Master’s degree,3-5 years,Python,0-49 employees,,
2019,30-34,Man,India,Asia,Bachelor’s degree,I have never written code,,0-49 employees,1-2,
2020,18-21,Man,Pakistan,Asia,Bachelor’s degree,3-5 years,Python,,,
2021,25-29,Man,Peru,América del Sur,Master’s degree,1-3 years,Python,250-999 employees,5-9,
2022,22-24,Woman,India,Asia,Master’s degree,1-3 years,SQL,250-999 employees,5-9,
2023,45-49,Woman,India,Asia,Doctoral degree,20+ years,R,,,
2024,25-29,Man,China,Asia,Bachelor’s degree,3-5 years,Python,0-49 employees,0,
2025,22-24,Man,India,Asia,Master’s degree,I have never written code,,"10,000 or more employees",20+,
2026,25-29,Woman,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",3-4, None
2027,35-39,Man,Germany,Europa,Doctoral degree,1-3 years,R,0-49 employees,0,
2028,25-29,Man,India,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,R,50-249 employees,5-9,MySQL 
2028,25-29,Man,India,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,R,50-249 employees,5-9, MongoDB 
2028,25-29,Man,India,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,R,50-249 employees,5-9, Google Cloud BigQuery 
2028,25-29,Man,India,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,R,50-249 employees,5-9, Google Cloud SQL 
2028,25-29,Man,India,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,R,50-249 employees,5-9, Google Cloud BigTable 
2029,22-24,Woman,Russia,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,5-9,
2030,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,R,250-999 employees,3-4,MySQL 
2031,25-29,Woman,South Korea,Asia,I prefer not to answer,1-3 years,Python,0-49 employees,1-2, Snowflake 
2032,25-29,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years,Python,,,
2033,30-34,Man,Nigeria,África,Bachelor’s degree,< 1 years,SQL,0-49 employees,5-9,MySQL 
2033,30-34,Man,Nigeria,África,Bachelor’s degree,< 1 years,SQL,0-49 employees,5-9, PostgreSQL 
2033,30-34,Man,Nigeria,África,Bachelor’s degree,< 1 years,SQL,0-49 employees,5-9, SQLite 
2033,30-34,Man,Nigeria,África,Bachelor’s degree,< 1 years,SQL,0-49 employees,5-9, MongoDB 
2033,30-34,Man,Nigeria,África,Bachelor’s degree,< 1 years,SQL,0-49 employees,5-9, IBM Db2 
2033,30-34,Man,Nigeria,África,Bachelor’s degree,< 1 years,SQL,0-49 employees,5-9, Microsoft SQL Server 
2034,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Python,,,
2035,25-29,Man,Italy,Europa,Master’s degree,3-5 years,Python,250-999 employees,0, None
2036,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,SQL,0-49 employees,10-14,
2037,40-44,Man,Brazil,América del Sur,Master’s degree,< 1 years,Python,"10,000 or more employees",20+,
2038,40-44,Man,Egypt,África,Bachelor’s degree,I have never written code,,0-49 employees,1-2,
2039,18-21,Man,Ukraine,Europa,I prefer not to answer,1-3 years,Python,0-49 employees,1-2,
2040,25-29,Woman,Nigeria,África,Bachelor’s degree,1-3 years,Python,50-249 employees,10-14,MySQL 
2041,25-29,Woman,United States of America,América del Norte,Doctoral degree,5-10 years,Python,"1000-9,999 employees",20+, None
2042,25-29,Man,Other,,Bachelor’s degree,< 1 years,Python,50-249 employees,5-9,
2043,30-34,Man,Japan,Asia,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",20+, Microsoft SQL Server 
2043,30-34,Man,Japan,Asia,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",20+, Microsoft Azure SQL Database 
2044,22-24,Man,India,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",20+,MySQL 
2044,22-24,Man,India,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",20+, Oracle Database 
2045,22-24,Man,Nigeria,África,Bachelor’s degree,< 1 years,SQL,50-249 employees,1-2,
2046,25-29,Woman,Indonesia,Asia,Master’s degree,1-3 years,R,0-49 employees,0,
2047,35-39,Man,France,Europa,Master’s degree,3-5 years,Python,0-49 employees,0,
2048,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,20+ years,Python,"1000-9,999 employees",5-9, Microsoft SQL Server 
2049,18-21,Woman,China,Asia,Master’s degree,1-3 years,C,0-49 employees,3-4,MySQL 
2050,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,0,
2051,50-54,Man,Japan,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,0, None
2052,25-29,Woman,Spain,Europa,Bachelor’s degree,< 1 years,SQL,50-249 employees,1-2,
2053,25-29,Woman,India,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",20+,
2054,25-29,Man,Russia,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",20+, Oracle Database 
2055,22-24,Woman,Ukraine,Europa,Master’s degree,3-5 years,Python,0-49 employees,1-2,MySQL 
2056,35-39,Woman,United States of America,América del Norte,Master’s degree,5-10 years,Python,250-999 employees,3-4,MySQL 
2056,35-39,Woman,United States of America,América del Norte,Master’s degree,5-10 years,Python,250-999 employees,3-4, Snowflake 
2056,35-39,Woman,United States of America,América del Norte,Master’s degree,5-10 years,Python,250-999 employees,3-4, Amazon Aurora 
2057,25-29,Man,China,Asia,Master’s degree,3-5 years,Python,"1000-9,999 employees",20+,MySQL 
2057,25-29,Man,China,Asia,Master’s degree,3-5 years,Python,"1000-9,999 employees",20+, PostgreSQL 
2057,25-29,Man,China,Asia,Master’s degree,3-5 years,Python,"1000-9,999 employees",20+, Oracle Database 
2058,25-29,Woman,United States of America,América del Norte,Master’s degree,1-3 years,R,0-49 employees,1-2,MySQL 
2058,25-29,Woman,United States of America,América del Norte,Master’s degree,1-3 years,R,0-49 employees,1-2, PostgreSQL 
2058,25-29,Woman,United States of America,América del Norte,Master’s degree,1-3 years,R,0-49 employees,1-2, Microsoft SQL Server 
2058,25-29,Woman,United States of America,América del Norte,Master’s degree,1-3 years,R,0-49 employees,1-2, Microsoft Azure SQL Database 
2059,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,3-4, PostgreSQL 
2059,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,3-4, MongoDB 
2060,30-34,Man,Ghana,África,Bachelor’s degree,1-3 years,Python,50-249 employees,1-2, None
2061,22-24,Man,Nigeria,África,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",10-14,
2062,45-49,Man,Saudi Arabia,Asia,Bachelor’s degree,10-20 years,Python,250-999 employees,3-4,MySQL 
2062,45-49,Man,Saudi Arabia,Asia,Bachelor’s degree,10-20 years,Python,250-999 employees,3-4, PostgreSQL 
2062,45-49,Man,Saudi Arabia,Asia,Bachelor’s degree,10-20 years,Python,250-999 employees,3-4, Oracle Database 
2063,35-39,Woman,Russia,Asia,Bachelor’s degree,< 1 years,SQL,"1000-9,999 employees",20+,
2064,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",20+,MySQL 
2064,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",20+, Oracle Database 
2065,22-24,Man,India,Asia,Master’s degree,< 1 years,SQL,0-49 employees,5-9,
2066,22-24,Man,Other,,Bachelor’s degree,1-3 years,Python,250-999 employees,20+,
2067,25-29,Man,Kenya,África,Bachelor’s degree,< 1 years,Python,,,
2068,30-34,Man,India,Asia,Bachelor’s degree,10-20 years,Python,"10,000 or more employees",20+, Google Cloud BigQuery 
2069,22-24,Man,China,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,20+,MySQL 
2069,22-24,Man,China,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,20+, MongoDB 
2070,55-59,Woman,United States of America,América del Norte,Master’s degree,20+ years,SQL,"10,000 or more employees",15-19, None
2071,35-39,Man,Egypt,África,I prefer not to answer,1-3 years,Python,0-49 employees,1-2, None
2072,25-29,Man,Other,,Master’s degree,< 1 years,Python,0-49 employees,5-9,MySQL 
2073,18-21,Man,India,Asia,Master’s degree,1-3 years,Python,,,
2074,35-39,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",5-9, PostgreSQL 
2075,30-34,Woman,Israel,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,3-4,
2076,22-24,Man,Ghana,África,No formal education past high school,I have never written code,,0-49 employees,0,
2077,30-34,Man,South Korea,Asia,Doctoral degree,< 1 years,Julia,0-49 employees,1-2, Microsoft Azure SQL Database 
2077,30-34,Man,South Korea,Asia,Doctoral degree,< 1 years,Julia,0-49 employees,1-2, Microsoft Azure Cosmos DB 
2078,55-59,Man,South Korea,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,Python,0-49 employees,3-4,MySQL 
2079,30-34,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",10-14,MySQL 
2079,30-34,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",10-14, SQLite 
2080,40-44,Woman,Japan,Asia,Bachelor’s degree,10-20 years,SQL,0-49 employees,1-2,MySQL 
2080,40-44,Woman,Japan,Asia,Bachelor’s degree,10-20 years,SQL,0-49 employees,1-2, Microsoft SQL Server 
2080,40-44,Woman,Japan,Asia,Bachelor’s degree,10-20 years,SQL,0-49 employees,1-2, Google Cloud BigTable 
2081,22-24,Woman,France,Europa,Master’s degree,< 1 years,Python,0-49 employees,0,
2082,30-34,Man,Singapore,Asia,Master’s degree,3-5 years,Python,,,
2083,35-39,Man,Mexico,América del Sur,Master’s degree,I have never written code,,0-49 employees,1-2,
2084,25-29,Man,India,Asia,I prefer not to answer,< 1 years,SQL,50-249 employees,10-14,MySQL 
2084,25-29,Man,India,Asia,I prefer not to answer,< 1 years,SQL,50-249 employees,10-14, MongoDB 
2084,25-29,Man,India,Asia,I prefer not to answer,< 1 years,SQL,50-249 employees,10-14, Microsoft SQL Server 
2085,30-34,Man,Brazil,América del Sur,Bachelor’s degree,3-5 years,Python,50-249 employees,10-14, PostgreSQL 
2086,35-39,Man,Brazil,América del Sur,Bachelor’s degree,10-20 years,Python,0-49 employees,0,
2087,18-21,Man,Nigeria,África,Some college/university study without earning a bachelor’s degree,< 1 years,Python,,,
2088,30-34,Man,Mexico,América del Sur,Bachelor’s degree,5-10 years,Python,"10,000 or more employees",3-4, None
2089,22-24,Woman,Other,,Master’s degree,< 1 years,Python,0-49 employees,1-2,MySQL 
2089,22-24,Woman,Other,,Master’s degree,< 1 years,Python,0-49 employees,1-2, PostgreSQL 
2089,22-24,Woman,Other,,Master’s degree,< 1 years,Python,0-49 employees,1-2, MongoDB 
2090,30-34,Man,Other,,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2,
2091,18-21,Woman,Thailand,Asia,Master’s degree,1-3 years,Python,0-49 employees,1-2,MySQL 
2092,55-59,Man,Japan,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,SQL,50-249 employees,1-2,
2093,25-29,Woman,Taiwan,Asia,Master’s degree,1-3 years,R,0-49 employees,,
2094,30-34,Man,India,Asia,Bachelor’s degree,10-20 years,Python,"10,000 or more employees",20+, PostgreSQL 
2094,30-34,Man,India,Asia,Bachelor’s degree,10-20 years,Python,"10,000 or more employees",20+, Oracle Database 
2095,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,250-999 employees,20+, None
2096,22-24,Man,India,Asia,Master’s degree,1-3 years,Python,0-49 employees,3-4,MySQL 
2096,22-24,Man,India,Asia,Master’s degree,1-3 years,Python,0-49 employees,3-4, SQLite 
2096,22-24,Man,India,Asia,Master’s degree,1-3 years,Python,0-49 employees,3-4, MongoDB 
2096,22-24,Man,India,Asia,Master’s degree,1-3 years,Python,0-49 employees,3-4, Microsoft SQL Server 
2097,30-34,Man,United States of America,América del Norte,Master’s degree,3-5 years,Python,50-249 employees,1-2, PostgreSQL 
2097,30-34,Man,United States of America,América del Norte,Master’s degree,3-5 years,Python,50-249 employees,1-2, SQLite 
2098,22-24,Woman,Other,,Master’s degree,1-3 years,Python,"1000-9,999 employees",10-14, Oracle Database 
2098,22-24,Woman,Other,,Master’s degree,1-3 years,Python,"1000-9,999 employees",10-14, MongoDB 
2099,30-34,Man,Brazil,América del Sur,Bachelor’s degree,5-10 years,SQL,"1000-9,999 employees",0,
2100,22-24,Woman,United States of America,América del Norte,Master’s degree,3-5 years,R,"10,000 or more employees",20+,MySQL 
2100,22-24,Woman,United States of America,América del Norte,Master’s degree,3-5 years,R,"10,000 or more employees",20+, Snowflake 
2101,22-24,Man,India,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",20+, Amazon DynamoDB 
2102,22-24,Man,United States of America,América del Norte,Bachelor’s degree,3-5 years,SQL,50-249 employees,3-4, Amazon RDS 
2103,30-34,Man,India,Asia,Master’s degree,1-3 years,Python,250-999 employees,5-9,MySQL 
2103,30-34,Man,India,Asia,Master’s degree,1-3 years,Python,250-999 employees,5-9, MongoDB 
2103,30-34,Man,India,Asia,Master’s degree,1-3 years,Python,250-999 employees,5-9, Microsoft SQL Server 
2103,30-34,Man,India,Asia,Master’s degree,1-3 years,Python,250-999 employees,5-9, Amazon Redshift 
2103,30-34,Man,India,Asia,Master’s degree,1-3 years,Python,250-999 employees,5-9, Amazon RDS 
2104,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,< 1 years,Python,"10,000 or more employees",10-14,MySQL 
2105,30-34,Man,Egypt,África,Bachelor’s degree,< 1 years,Python,250-999 employees,3-4, None
2106,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Python,,,
2107,22-24,Man,United States of America,América del Norte,Master’s degree,1-3 years,Python,0-49 employees,0, Amazon DynamoDB 
2107,22-24,Man,United States of America,América del Norte,Master’s degree,1-3 years,Python,0-49 employees,0, Google Cloud BigQuery 
2107,22-24,Man,United States of America,América del Norte,Master’s degree,1-3 years,Python,0-49 employees,0, Google Cloud BigTable 
2108,22-24,Man,Brazil,América del Sur,Some college/university study without earning a bachelor’s degree,1-3 years,Python,"1000-9,999 employees",3-4,MySQL 
2108,22-24,Man,Brazil,América del Sur,Some college/university study without earning a bachelor’s degree,1-3 years,Python,"1000-9,999 employees",3-4, Microsoft SQL Server 
2109,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,5-9, PostgreSQL 
2110,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,3-4,MySQL 
2111,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Doctoral degree,10-20 years,Python,"1000-9,999 employees",20+,
2112,25-29,Man,Tunisia,África,Master’s degree,3-5 years,Python,50-249 employees,1-2,
2113,18-21,Man,Other,,Bachelor’s degree,3-5 years,Python,0-49 employees,1-2,
2114,50-54,Man,Germany,Europa,Master’s degree,10-20 years,Python,"10,000 or more employees",20+,MySQL 
2114,50-54,Man,Germany,Europa,Master’s degree,10-20 years,Python,"10,000 or more employees",20+, SQLite 
2114,50-54,Man,Germany,Europa,Master’s degree,10-20 years,Python,"10,000 or more employees",20+, Microsoft SQL Server 
2114,50-54,Man,Germany,Europa,Master’s degree,10-20 years,Python,"10,000 or more employees",20+, Microsoft Azure SQL Database 
2114,50-54,Man,Germany,Europa,Master’s degree,10-20 years,Python,"10,000 or more employees",20+, Other
2115,22-24,Man,Ukraine,Europa,Master’s degree,< 1 years,Python,"1000-9,999 employees",15-19,
2116,18-21,Man,India,Asia,Bachelor’s degree,3-5 years,Python,0-49 employees,0,
2117,35-39,Man,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",1-2, PostgreSQL 
2117,35-39,Man,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",1-2, Microsoft SQL Server 
2117,35-39,Man,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",1-2, Microsoft Azure SQL Database 
2117,35-39,Man,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",1-2, Microsoft Azure Cosmos DB 
2118,22-24,Man,Brazil,América del Sur,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2,
2119,35-39,Man,Other,,Master’s degree,5-10 years,Python,"10,000 or more employees",10-14,
2120,35-39,Man,Brazil,América del Sur,Bachelor’s degree,1-3 years,Java,0-49 employees,1-2,MySQL 
2120,35-39,Man,Brazil,América del Sur,Bachelor’s degree,1-3 years,Java,0-49 employees,1-2, PostgreSQL 
2120,35-39,Man,Brazil,América del Sur,Bachelor’s degree,1-3 years,Java,0-49 employees,1-2, SQLite 
2120,35-39,Man,Brazil,América del Sur,Bachelor’s degree,1-3 years,Java,0-49 employees,1-2, Oracle Database 
2120,35-39,Man,Brazil,América del Sur,Bachelor’s degree,1-3 years,Java,0-49 employees,1-2, MongoDB 
2120,35-39,Man,Brazil,América del Sur,Bachelor’s degree,1-3 years,Java,0-49 employees,1-2, IBM Db2 
2120,35-39,Man,Brazil,América del Sur,Bachelor’s degree,1-3 years,Java,0-49 employees,1-2, Microsoft SQL Server 
2120,35-39,Man,Brazil,América del Sur,Bachelor’s degree,1-3 years,Java,0-49 employees,1-2, Microsoft Azure SQL Database 
2120,35-39,Man,Brazil,América del Sur,Bachelor’s degree,1-3 years,Java,0-49 employees,1-2, Amazon DynamoDB 
2120,35-39,Man,Brazil,América del Sur,Bachelor’s degree,1-3 years,Java,0-49 employees,1-2, Google Cloud BigQuery 
2120,35-39,Man,Brazil,América del Sur,Bachelor’s degree,1-3 years,Java,0-49 employees,1-2, Google Cloud SQL 
2120,35-39,Man,Brazil,América del Sur,Bachelor’s degree,1-3 years,Java,0-49 employees,1-2, Google Cloud Firestore 
2120,35-39,Man,Brazil,América del Sur,Bachelor’s degree,1-3 years,Java,0-49 employees,1-2, Google Cloud BigTable 
2121,35-39,Man,Uganda,África,Some college/university study without earning a bachelor’s degree,1-3 years,C++,0-49 employees,1-2,MySQL 
2121,35-39,Man,Uganda,África,Some college/university study without earning a bachelor’s degree,1-3 years,C++,0-49 employees,1-2, PostgreSQL 
2121,35-39,Man,Uganda,África,Some college/university study without earning a bachelor’s degree,1-3 years,C++,0-49 employees,1-2, SQLite 
2121,35-39,Man,Uganda,África,Some college/university study without earning a bachelor’s degree,1-3 years,C++,0-49 employees,1-2, Oracle Database 
2121,35-39,Man,Uganda,África,Some college/university study without earning a bachelor’s degree,1-3 years,C++,0-49 employees,1-2, MongoDB 
2121,35-39,Man,Uganda,África,Some college/university study without earning a bachelor’s degree,1-3 years,C++,0-49 employees,1-2, Snowflake 
2121,35-39,Man,Uganda,África,Some college/university study without earning a bachelor’s degree,1-3 years,C++,0-49 employees,1-2, IBM Db2 
2121,35-39,Man,Uganda,África,Some college/university study without earning a bachelor’s degree,1-3 years,C++,0-49 employees,1-2, Microsoft SQL Server 
2121,35-39,Man,Uganda,África,Some college/university study without earning a bachelor’s degree,1-3 years,C++,0-49 employees,1-2, Microsoft Azure SQL Database 
2121,35-39,Man,Uganda,África,Some college/university study without earning a bachelor’s degree,1-3 years,C++,0-49 employees,1-2, Microsoft Azure Cosmos DB 
2121,35-39,Man,Uganda,África,Some college/university study without earning a bachelor’s degree,1-3 years,C++,0-49 employees,1-2, Amazon Redshift 
2121,35-39,Man,Uganda,África,Some college/university study without earning a bachelor’s degree,1-3 years,C++,0-49 employees,1-2, Amazon Aurora 
2121,35-39,Man,Uganda,África,Some college/university study without earning a bachelor’s degree,1-3 years,C++,0-49 employees,1-2, Amazon RDS 
2121,35-39,Man,Uganda,África,Some college/university study without earning a bachelor’s degree,1-3 years,C++,0-49 employees,1-2, Amazon DynamoDB 
2121,35-39,Man,Uganda,África,Some college/university study without earning a bachelor’s degree,1-3 years,C++,0-49 employees,1-2, Google Cloud BigQuery 
2121,35-39,Man,Uganda,África,Some college/university study without earning a bachelor’s degree,1-3 years,C++,0-49 employees,1-2, Google Cloud SQL 
2121,35-39,Man,Uganda,África,Some college/university study without earning a bachelor’s degree,1-3 years,C++,0-49 employees,1-2, Google Cloud Firestore 
2121,35-39,Man,Uganda,África,Some college/university study without earning a bachelor’s degree,1-3 years,C++,0-49 employees,1-2, Google Cloud BigTable 
2121,35-39,Man,Uganda,África,Some college/university study without earning a bachelor’s degree,1-3 years,C++,0-49 employees,1-2, Google Cloud Spanner 
2122,22-24,Man,Bangladesh,Asia,Bachelor’s degree,3-5 years,Python,0-49 employees,1-2,
2123,18-21,Man,Russia,Asia,Bachelor’s degree,< 1 years,Python,250-999 employees,1-2,
2124,45-49,Man,Other,,Master’s degree,10-20 years,Python,0-49 employees,1-2,
2125,30-34,Woman,Russia,Asia,I prefer not to answer,1-3 years,Python,0-49 employees,1-2,MySQL 
2125,30-34,Woman,Russia,Asia,I prefer not to answer,1-3 years,Python,0-49 employees,1-2, SQLite 
2125,30-34,Woman,Russia,Asia,I prefer not to answer,1-3 years,Python,0-49 employees,1-2, Google Cloud BigQuery 
2125,30-34,Woman,Russia,Asia,I prefer not to answer,1-3 years,Python,0-49 employees,1-2, Google Cloud SQL 
2126,35-39,Man,Kazakhstan,Asia,Bachelor’s degree,< 1 years,Python,,,
2127,25-29,Man,Brazil,América del Sur,Master’s degree,1-3 years,Python,"1000-9,999 employees",3-4, MongoDB 
2128,22-24,Woman,India,Asia,Master’s degree,5-10 years,R,250-999 employees,15-19,MySQL 
2128,22-24,Woman,India,Asia,Master’s degree,5-10 years,R,250-999 employees,15-19, PostgreSQL 
2129,25-29,Man,Egypt,África,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",10-14, PostgreSQL 
2130,30-34,Man,Israel,Asia,I prefer not to answer,< 1 years,Python,0-49 employees,,
2131,40-44,Man,Other,,Professional doctorate,5-10 years,R,0-49 employees,3-4, Google Cloud SQL 
2132,30-34,Man,"Iran, Islamic Republic of...",Asia,Doctoral degree,3-5 years,SQL,250-999 employees,10-14,
2133,30-34,Woman,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,10-20 years,Python,250-999 employees,5-9,
2134,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",5-9, PostgreSQL 
2134,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",5-9, Microsoft SQL Server 
2134,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",5-9, Microsoft Azure SQL Database 
2135,25-29,Man,Other,,Some college/university study without earning a bachelor’s degree,3-5 years,Julia,0-49 employees,3-4, None
2136,25-29,Woman,Kenya,África,Master’s degree,< 1 years,Python,0-49 employees,0,MySQL 
2136,25-29,Woman,Kenya,África,Master’s degree,< 1 years,Python,0-49 employees,0, Google Cloud BigQuery 
2136,25-29,Woman,Kenya,África,Master’s degree,< 1 years,Python,0-49 employees,0, Google Cloud Spanner 
2137,18-21,Man,India,Asia,Master’s degree,< 1 years,Python,,,
2138,22-24,Man,Russia,Asia,Bachelor’s degree,3-5 years,Python,250-999 employees,5-9, PostgreSQL 
2138,22-24,Man,Russia,Asia,Bachelor’s degree,3-5 years,Python,250-999 employees,5-9, MongoDB 
2139,30-34,Woman,United States of America,América del Norte,Master’s degree,5-10 years,R,250-999 employees,1-2, Microsoft SQL Server 
2140,30-34,Man,India,Asia,Master’s degree,< 1 years,SQL,0-49 employees,1-2, None
2141,35-39,Man,United States of America,América del Norte,Master’s degree,1-3 years,SQL,"1000-9,999 employees",3-4,
2142,30-34,Man,Nigeria,África,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",1-2,
2143,25-29,Man,Russia,Asia,Doctoral degree,1-3 years,Python,0-49 employees,3-4,
2144,30-34,Man,Indonesia,Asia,Bachelor’s degree,I have never written code,,"10,000 or more employees",0,
2145,35-39,Man,Mexico,América del Sur,Some college/university study without earning a bachelor’s degree,< 1 years,SQL,0-49 employees,1-2,
2146,25-29,Woman,India,Asia,Master’s degree,< 1 years,Python,50-249 employees,1-2,MySQL 
2146,25-29,Woman,India,Asia,Master’s degree,< 1 years,Python,50-249 employees,1-2, MongoDB 
2147,35-39,Man,Colombia,América del Sur,Master’s degree,5-10 years,Python,0-49 employees,3-4, None
2148,22-24,Man,India,Asia,Professional doctorate,3-5 years,Python,,,
2149,22-24,Woman,United States of America,América del Norte,Master’s degree,1-3 years,R,,,
2150,30-34,Man,Kenya,África,Master’s degree,3-5 years,Python,"1000-9,999 employees",15-19, PostgreSQL 
2150,30-34,Man,Kenya,África,Master’s degree,3-5 years,Python,"1000-9,999 employees",15-19, Microsoft SQL Server 
2151,30-34,Man,Argentina,América del Sur,Some college/university study without earning a bachelor’s degree,< 1 years,SQL,0-49 employees,0,
2152,22-24,Man,China,Asia,Master’s degree,< 1 years,Python,,,
2153,22-24,Man,Turkey,África,Master’s degree,1-3 years,Python,250-999 employees,5-9,MySQL 
2153,22-24,Man,Turkey,África,Master’s degree,1-3 years,Python,250-999 employees,5-9, PostgreSQL 
2153,22-24,Man,Turkey,África,Master’s degree,1-3 years,Python,250-999 employees,5-9, Microsoft SQL Server 
2154,35-39,Man,United States of America,América del Norte,Doctoral degree,5-10 years,Python,"10,000 or more employees",20+,MySQL 
2154,35-39,Man,United States of America,América del Norte,Doctoral degree,5-10 years,Python,"10,000 or more employees",20+, Microsoft SQL Server 
2155,22-24,Man,Thailand,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",5-9,
2156,25-29,Woman,Poland,Europa,Master’s degree,5-10 years,Python,"1000-9,999 employees",5-9, Amazon Redshift 
2157,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,3-4,MySQL 
2158,35-39,Man,Nigeria,África,Master’s degree,< 1 years,Python,"1000-9,999 employees",5-9,MySQL 
2159,18-21,Man,Brazil,América del Sur,Bachelor’s degree,1-3 years,Python,250-999 employees,1-2,
2160,45-49,Man,Belarus,Europa,No formal education past high school,20+ years,Python,"1000-9,999 employees",20+,
2161,22-24,Man,Brazil,América del Sur,Bachelor’s degree,1-3 years,SQL,"10,000 or more employees",20+, None
2162,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,10-14,
2163,25-29,Woman,India,Asia,Bachelor’s degree,I have never written code,,0-49 employees,1-2,
2164,45-49,Man,Australia,Oceanía,Master’s degree,1-3 years,Python,0-49 employees,1-2,MySQL 
2164,45-49,Man,Australia,Oceanía,Master’s degree,1-3 years,Python,0-49 employees,1-2, PostgreSQL 
2164,45-49,Man,Australia,Oceanía,Master’s degree,1-3 years,Python,0-49 employees,1-2, Snowflake 
2164,45-49,Man,Australia,Oceanía,Master’s degree,1-3 years,Python,0-49 employees,1-2, Microsoft SQL Server 
2164,45-49,Man,Australia,Oceanía,Master’s degree,1-3 years,Python,0-49 employees,1-2, Microsoft Azure SQL Database 
2165,70+,Man,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,20+ years,None,50-249 employees,5-9, SQLite 
2166,40-44,Woman,India,Asia,Bachelor’s degree,1-3 years,Python,,,
2167,25-29,Woman,Ukraine,Europa,I prefer not to answer,1-3 years,Python,250-999 employees,5-9, Oracle Database 
