,age,gender,q3,continente,q4,q6,q9,q21,q22
1717,22-24,Man,Other,,Bachelor’s degree,1-3 years,Visual Studio Code (VSCode) ,0-49 employees,3-4
1718,35-39,Man,China,Asia,Bachelor’s degree,10-20 years, Other,50-249 employees,0
1719,35-39,Man,Japan,Asia,Doctoral degree,3-5 years,Jupyter-JupyterLab-JupyterNotebooks ,250-999 employees,1-2
1719,35-39,Man,Japan,Asia,Doctoral degree,3-5 years,RStudio ,250-999 employees,1-2
1719,35-39,Man,Japan,Asia,Doctoral degree,3-5 years, Other,250-999 employees,1-2
1720,25-29,Man,Other,,Bachelor’s degree,1-3 years,Visual Studio ,0-49 employees,
1721,30-34,Man,Nigeria,África,Master’s degree,3-5 years,Jupyter-JupyterLab-JupyterNotebooks ,50-249 employees,3-4
1721,30-34,Man,Nigeria,África,Master’s degree,3-5 years,Visual Studio Code (VSCode) ,50-249 employees,3-4
1722,22-24,Woman,India,Asia,I prefer not to answer,< 1 years,Jupyter Notebook,0-49 employees,0
1722,22-24,Woman,India,Asia,I prefer not to answer,< 1 years, Other,0-49 employees,0
1723,35-39,Man,Turkey,África,Bachelor’s degree,< 1 years,Jupyter-JupyterLab-JupyterNotebooks ,0-49 employees,0
1723,35-39,Man,Turkey,África,Bachelor’s degree,< 1 years,RStudio ,0-49 employees,0
1723,35-39,Man,Turkey,África,Bachelor’s degree,< 1 years, Vim / Emacs,0-49 employees,0
1724,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,"10,000 or more employees",10-14
1724,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,"10,000 or more employees",10-14
1725,45-49,Woman,Other,,Master’s degree,10-20 years,Visual Studio ,,
1725,45-49,Woman,Other,,Master’s degree,10-20 years,PyCharm ,,
1726,22-24,Man,India,Asia,Master’s degree,1-3 years,RStudio ,50-249 employees,3-4
1726,22-24,Man,India,Asia,Master’s degree,1-3 years,PyCharm ,50-249 employees,3-4
1727,22-24,Woman,Other,,No formal education past high school,I have never written code,,0-49 employees,3-4
1728,45-49,Man,Taiwan,Asia,Master’s degree,20+ years,Visual Studio ,50-249 employees,1-2
1728,45-49,Man,Taiwan,Asia,Master’s degree,20+ years,Visual Studio Code (VSCode) ,50-249 employees,1-2
1728,45-49,Man,Taiwan,Asia,Master’s degree,20+ years, Spyder,50-249 employees,1-2
1728,45-49,Man,Taiwan,Asia,Master’s degree,20+ years, Notepad++,50-249 employees,1-2
1728,45-49,Man,Taiwan,Asia,Master’s degree,20+ years,Jupyter Notebook,50-249 employees,1-2
1729,22-24,Woman,India,Asia,Bachelor’s degree,1-3 years,RStudio ,"1000-9,999 employees",20+
1729,22-24,Woman,India,Asia,Bachelor’s degree,1-3 years,Visual Studio Code (VSCode) ,"1000-9,999 employees",20+
1729,22-24,Woman,India,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,"1000-9,999 employees",20+
1730,25-29,Man,Japan,Asia,Master’s degree,1-3 years,Visual Studio Code (VSCode) ,250-999 employees,3-4
1731,30-34,Man,Australia,Oceanía,Master’s degree,3-5 years,Visual Studio Code (VSCode) ,"10,000 or more employees",0
1731,30-34,Man,Australia,Oceanía,Master’s degree,3-5 years,PyCharm ,"10,000 or more employees",0
1731,30-34,Man,Australia,Oceanía,Master’s degree,3-5 years, Spyder,"10,000 or more employees",0
1731,30-34,Man,Australia,Oceanía,Master’s degree,3-5 years,Jupyter Notebook,"10,000 or more employees",0
1732,25-29,Man,Canada,América del Norte,Bachelor’s degree,1-3 years, Notepad++,"1000-9,999 employees",3-4
1732,25-29,Man,Canada,América del Norte,Bachelor’s degree,1-3 years,Jupyter Notebook,"1000-9,999 employees",3-4
1733,22-24,Man,India,Asia,Master’s degree,1-3 years,RStudio ,"1000-9,999 employees",20+
1733,22-24,Man,India,Asia,Master’s degree,1-3 years,Visual Studio ,"1000-9,999 employees",20+
1733,22-24,Man,India,Asia,Master’s degree,1-3 years,PyCharm ,"1000-9,999 employees",20+
1733,22-24,Man,India,Asia,Master’s degree,1-3 years, Spyder,"1000-9,999 employees",20+
1733,22-24,Man,India,Asia,Master’s degree,1-3 years,MATLAB ,"1000-9,999 employees",20+
1733,22-24,Man,India,Asia,Master’s degree,1-3 years,Jupyter Notebook,"1000-9,999 employees",20+
1734,35-39,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years, None,,
1735,30-34,Man,Argentina,América del Sur,Master’s degree,< 1 years,RStudio ,250-999 employees,5-9
1735,30-34,Man,Argentina,América del Sur,Master’s degree,< 1 years,Jupyter Notebook,250-999 employees,5-9
1736,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,"1000-9,999 employees",5-9
1736,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,RStudio ,"1000-9,999 employees",5-9
1736,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Visual Studio Code (VSCode) ,"1000-9,999 employees",5-9
1736,18-21,Man,India,Asia,Bachelor’s degree,1-3 years, Notepad++,"1000-9,999 employees",5-9
1736,18-21,Man,India,Asia,Bachelor’s degree,1-3 years, Sublime Text,"1000-9,999 employees",5-9
1736,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,"1000-9,999 employees",5-9
1737,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,I have never written code,,"10,000 or more employees",20+
1738,22-24,Man,Pakistan,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,50-249 employees,3-4
1739,30-34,Woman,India,Asia,Professional doctorate,5-10 years,RStudio ,50-249 employees,20+
1739,30-34,Woman,India,Asia,Professional doctorate,5-10 years,Visual Studio ,50-249 employees,20+
1739,30-34,Woman,India,Asia,Professional doctorate,5-10 years, Spyder,50-249 employees,20+
1739,30-34,Woman,India,Asia,Professional doctorate,5-10 years,Jupyter Notebook,50-249 employees,20+
1740,22-24,Man,India,Asia,I prefer not to answer,< 1 years, Spyder,50-249 employees,0
1740,22-24,Man,India,Asia,I prefer not to answer,< 1 years,Jupyter Notebook,50-249 employees,0
1741,25-29,Man,India,Asia,Master’s degree,3-5 years,Visual Studio ,"1000-9,999 employees",20+
1741,25-29,Man,India,Asia,Master’s degree,3-5 years,PyCharm ,"1000-9,999 employees",20+
1741,25-29,Man,India,Asia,Master’s degree,3-5 years,Jupyter Notebook,"1000-9,999 employees",20+
1742,40-44,Man,Other,,Master’s degree,5-10 years,Jupyter-JupyterLab-JupyterNotebooks ,50-249 employees,3-4
1742,40-44,Man,Other,,Master’s degree,5-10 years, Notepad++,50-249 employees,3-4
1743,25-29,Man,Germany,Europa,Master’s degree,< 1 years,Jupyter Notebook,0-49 employees,1-2
1744,30-34,Woman,Malaysia,Asia,Master’s degree,5-10 years,Jupyter-JupyterLab-JupyterNotebooks ,"1000-9,999 employees",15-19
1744,30-34,Woman,Malaysia,Asia,Master’s degree,5-10 years, Notepad++,"1000-9,999 employees",15-19
1744,30-34,Woman,Malaysia,Asia,Master’s degree,5-10 years,Jupyter Notebook,"1000-9,999 employees",15-19
1745,25-29,Man,United States of America,América del Norte,Master’s degree,1-3 years,RStudio ,"10,000 or more employees",5-9
1745,25-29,Man,United States of America,América del Norte,Master’s degree,1-3 years,Jupyter Notebook,"10,000 or more employees",5-9
1746,35-39,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years,RStudio ,0-49 employees,0
1746,35-39,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years,Visual Studio Code (VSCode) ,0-49 employees,0
1746,35-39,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years, Notepad++,0-49 employees,0
1746,35-39,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years,Jupyter Notebook,0-49 employees,0
1747,35-39,Man,Other,,I prefer not to answer,< 1 years,Jupyter-JupyterLab-JupyterNotebooks ,50-249 employees,1-2
1747,35-39,Man,Other,,I prefer not to answer,< 1 years,Visual Studio Code (VSCode) ,50-249 employees,1-2
1747,35-39,Man,Other,,I prefer not to answer,< 1 years,Jupyter Notebook,50-249 employees,1-2
1748,55-59,Man,Viet Nam,Asia,Doctoral degree,10-20 years,RStudio ,250-999 employees,5-9
1748,55-59,Man,Viet Nam,Asia,Doctoral degree,10-20 years,Visual Studio ,250-999 employees,5-9
1749,50-54,Man,Netherlands,Europa,Bachelor’s degree,5-10 years,RStudio ,,
1749,50-54,Man,Netherlands,Europa,Bachelor’s degree,5-10 years, Notepad++,,
1750,35-39,Man,Pakistan,Asia,Master’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,"1000-9,999 employees",20+
1750,35-39,Man,Pakistan,Asia,Master’s degree,1-3 years,Visual Studio ,"1000-9,999 employees",20+
1750,35-39,Man,Pakistan,Asia,Master’s degree,1-3 years,PyCharm ,"1000-9,999 employees",20+
1750,35-39,Man,Pakistan,Asia,Master’s degree,1-3 years, Spyder,"1000-9,999 employees",20+
1750,35-39,Man,Pakistan,Asia,Master’s degree,1-3 years,Jupyter Notebook,"1000-9,999 employees",20+
1751,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years,Jupyter-JupyterLab-JupyterNotebooks ,"10,000 or more employees",0
1751,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years,RStudio ,"10,000 or more employees",0
1751,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years, Spyder,"10,000 or more employees",0
1751,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years, Notepad++,"10,000 or more employees",0
1751,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years,Jupyter Notebook,"10,000 or more employees",0
1752,30-34,Woman,United States of America,América del Norte,Master’s degree,3-5 years,Jupyter Notebook,"10,000 or more employees",20+
1753,22-24,Woman,India,Asia,Master’s degree,< 1 years,RStudio ,250-999 employees,5-9
1753,22-24,Woman,India,Asia,Master’s degree,< 1 years,Jupyter Notebook,250-999 employees,5-9
1754,30-34,Man,France,Europa,Master’s degree,1-3 years,RStudio ,0-49 employees,3-4
1754,30-34,Man,France,Europa,Master’s degree,1-3 years, Notepad++,0-49 employees,3-4
1754,30-34,Man,France,Europa,Master’s degree,1-3 years,Jupyter Notebook,0-49 employees,3-4
1755,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,Jupyter Notebook,0-49 employees,1-2
1756,25-29,Man,Mexico,América del Sur,Master’s degree,1-3 years,Visual Studio Code (VSCode) ,"10,000 or more employees",0
1756,25-29,Man,Mexico,América del Sur,Master’s degree,1-3 years, Sublime Text,"10,000 or more employees",0
1756,25-29,Man,Mexico,América del Sur,Master’s degree,1-3 years,Jupyter Notebook,"10,000 or more employees",0
1757,35-39,Man,China,Asia,Master’s degree,< 1 years,Jupyter-JupyterLab-JupyterNotebooks ,"1000-9,999 employees",0
1757,35-39,Man,China,Asia,Master’s degree,< 1 years,RStudio ,"1000-9,999 employees",0
1757,35-39,Man,China,Asia,Master’s degree,< 1 years,Visual Studio Code (VSCode) ,"1000-9,999 employees",0
1757,35-39,Man,China,Asia,Master’s degree,< 1 years,MATLAB ,"1000-9,999 employees",0
1757,35-39,Man,China,Asia,Master’s degree,< 1 years,Jupyter Notebook,"1000-9,999 employees",0
1758,18-21,Prefer not to say,China,Asia,Bachelor’s degree,1-3 years,PyCharm ,0-49 employees,0
1758,18-21,Prefer not to say,China,Asia,Bachelor’s degree,1-3 years, Spyder,0-49 employees,0
1758,18-21,Prefer not to say,China,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,0-49 employees,0
1759,25-29,Woman,Taiwan,Asia,Master’s degree,1-3 years,Jupyter Notebook,250-999 employees,3-4
1760,35-39,Man,Singapore,Asia,Bachelor’s degree,I have never written code,,"10,000 or more employees",3-4
1761,25-29,Man,India,Asia,Bachelor’s degree,1-3 years, Spyder,,
1761,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,,
1762,22-24,Woman,Taiwan,Asia,No formal education past high school,< 1 years,Visual Studio ,,
1762,22-24,Woman,Taiwan,Asia,No formal education past high school,< 1 years,Jupyter Notebook,,
1763,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,PyCharm ,250-999 employees,3-4
1763,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,Jupyter Notebook,250-999 employees,3-4
1764,25-29,Woman,Iraq,Asia,Master’s degree,1-3 years,Visual Studio Code (VSCode) ,50-249 employees,1-2
1765,45-49,Man,Taiwan,Asia,Master’s degree,1-3 years,RStudio ,0-49 employees,1-2
1766,30-34,Man,Turkey,África,Bachelor’s degree,< 1 years,PyCharm ,250-999 employees,1-2
1766,30-34,Man,Turkey,África,Bachelor’s degree,< 1 years, Spyder,250-999 employees,1-2
1767,30-34,Woman,Other,,Doctoral degree,3-5 years,PyCharm ,50-249 employees,1-2
1767,30-34,Woman,Other,,Doctoral degree,3-5 years,Jupyter Notebook,50-249 employees,1-2
1768,30-34,Man,United States of America,América del Norte,Master’s degree,5-10 years,RStudio ,250-999 employees,1-2
1768,30-34,Man,United States of America,América del Norte,Master’s degree,5-10 years, Sublime Text,250-999 employees,1-2
1768,30-34,Man,United States of America,América del Norte,Master’s degree,5-10 years,Jupyter Notebook,250-999 employees,1-2
1769,18-21,Woman,Indonesia,Asia,Some college/university study without earning a bachelor’s degree,1-3 years, None,"10,000 or more employees",10-14
1770,25-29,Woman,Indonesia,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,Visual Studio Code (VSCode) ,0-49 employees,1-2
1771,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,3-5 years,Visual Studio Code (VSCode) ,"10,000 or more employees",20+
1771,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,3-5 years, Spyder,"10,000 or more employees",20+
1772,18-21,Man,Egypt,África,Bachelor’s degree,< 1 years,Jupyter-JupyterLab-JupyterNotebooks ,0-49 employees,5-9
1772,18-21,Man,Egypt,África,Bachelor’s degree,< 1 years,PyCharm ,0-49 employees,5-9
1773,35-39,Man,India,Asia,Doctoral degree,3-5 years,Jupyter Notebook,0-49 employees,0
1773,35-39,Man,India,Asia,Doctoral degree,3-5 years, Other,0-49 employees,0
1774,25-29,Man,Japan,Asia,Bachelor’s degree,< 1 years,RStudio ,"10,000 or more employees",1-2
1774,25-29,Man,Japan,Asia,Bachelor’s degree,< 1 years,Jupyter Notebook,"10,000 or more employees",1-2
1775,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Doctoral degree,10-20 years,RStudio ,0-49 employees,3-4
1775,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Doctoral degree,10-20 years, Spyder,0-49 employees,3-4
1775,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Doctoral degree,10-20 years, Notepad++,0-49 employees,3-4
1775,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Doctoral degree,10-20 years,MATLAB ,0-49 employees,3-4
1775,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Doctoral degree,10-20 years,Jupyter Notebook,0-49 employees,3-4
1776,25-29,Man,India,Asia,Bachelor’s degree,1-3 years, Other,"1000-9,999 employees",0
1777,40-44,Woman,United States of America,América del Norte,Master’s degree,10-20 years,Jupyter-JupyterLab-JupyterNotebooks ,"10,000 or more employees",1-2
1777,40-44,Woman,United States of America,América del Norte,Master’s degree,10-20 years, Spyder,"10,000 or more employees",1-2
1778,25-29,Man,Netherlands,Europa,Bachelor’s degree,3-5 years,Jupyter-JupyterLab-JupyterNotebooks ,"10,000 or more employees",20+
1778,25-29,Man,Netherlands,Europa,Bachelor’s degree,3-5 years,Visual Studio Code (VSCode) ,"10,000 or more employees",20+
1779,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,< 1 years, Notepad++,"1000-9,999 employees",10-14
1780,40-44,Man,India,Asia,Master’s degree,< 1 years,Jupyter Notebook,"10,000 or more employees",3-4
1780,40-44,Man,India,Asia,Master’s degree,< 1 years, Other,"10,000 or more employees",3-4
1781,55-59,Man,Ireland,Europa,Professional doctorate,< 1 years,Jupyter Notebook,0-49 employees,1-2
1782,18-21,Man,India,Asia,Bachelor’s degree,3-5 years,Jupyter-JupyterLab-JupyterNotebooks ,"10,000 or more employees",20+
1782,18-21,Man,India,Asia,Bachelor’s degree,3-5 years,Visual Studio Code (VSCode) ,"10,000 or more employees",20+
1782,18-21,Man,India,Asia,Bachelor’s degree,3-5 years, Notepad++,"10,000 or more employees",20+
1782,18-21,Man,India,Asia,Bachelor’s degree,3-5 years,Jupyter Notebook,"10,000 or more employees",20+
1783,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,250-999 employees,3-4
1783,25-29,Man,India,Asia,Bachelor’s degree,1-3 years, Spyder,250-999 employees,3-4
1783,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,250-999 employees,3-4
1784,22-24,Man,Nigeria,África,Bachelor’s degree,1-3 years,Jupyter Notebook,0-49 employees,3-4
1784,22-24,Man,Nigeria,África,Bachelor’s degree,1-3 years, Other,0-49 employees,3-4
1785,18-21,Man,China,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,MATLAB ,0-49 employees,0
1786,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,0-49 employees,1-2
1786,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Visual Studio Code (VSCode) ,0-49 employees,1-2
1786,18-21,Man,India,Asia,Bachelor’s degree,1-3 years, Spyder,0-49 employees,1-2
1786,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,0-49 employees,1-2
1787,30-34,Man,Malaysia,Asia,Bachelor’s degree,5-10 years, Notepad++,"10,000 or more employees",20+
1787,30-34,Man,Malaysia,Asia,Bachelor’s degree,5-10 years,Jupyter Notebook,"10,000 or more employees",20+
1788,25-29,Woman,India,Asia,Master’s degree,< 1 years,RStudio ,"1000-9,999 employees",10-14
1788,25-29,Woman,India,Asia,Master’s degree,< 1 years,Visual Studio Code (VSCode) ,"1000-9,999 employees",10-14
1788,25-29,Woman,India,Asia,Master’s degree,< 1 years,Jupyter Notebook,"1000-9,999 employees",10-14
1789,35-39,Man,Germany,Europa,Master’s degree,< 1 years,Jupyter-JupyterLab-JupyterNotebooks ,50-249 employees,5-9
1789,35-39,Man,Germany,Europa,Master’s degree,< 1 years,Visual Studio ,50-249 employees,5-9
1789,35-39,Man,Germany,Europa,Master’s degree,< 1 years,Visual Studio Code (VSCode) ,50-249 employees,5-9
1789,35-39,Man,Germany,Europa,Master’s degree,< 1 years,Jupyter Notebook,50-249 employees,5-9
1790,45-49,Man,United States of America,América del Norte,Master’s degree,< 1 years, Spyder,50-249 employees,15-19
1790,45-49,Man,United States of America,América del Norte,Master’s degree,< 1 years,Jupyter Notebook,50-249 employees,15-19
1791,35-39,Man,Other,,Bachelor’s degree,< 1 years,Visual Studio ,0-49 employees,5-9
1792,30-34,Man,Portugal,Europa,Master’s degree,1-3 years, Spyder,250-999 employees,0
1792,30-34,Man,Portugal,Europa,Master’s degree,1-3 years,Jupyter Notebook,250-999 employees,0
1793,25-29,Woman,United States of America,América del Norte,Bachelor’s degree,< 1 years, None,0-49 employees,0
1794,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Visual Studio ,250-999 employees,20+
1794,22-24,Man,India,Asia,Bachelor’s degree,1-3 years, Sublime Text,250-999 employees,20+
1795,25-29,Man,Greece,Europa,Bachelor’s degree,1-3 years,PyCharm ,"10,000 or more employees",20+
1795,25-29,Man,Greece,Europa,Bachelor’s degree,1-3 years, Notepad++,"10,000 or more employees",20+
1795,25-29,Man,Greece,Europa,Bachelor’s degree,1-3 years,Jupyter Notebook,"10,000 or more employees",20+
1796,35-39,Man,South Korea,Asia,Bachelor’s degree,3-5 years,RStudio ,250-999 employees,5-9
1796,35-39,Man,South Korea,Asia,Bachelor’s degree,3-5 years, Spyder,250-999 employees,5-9
1796,35-39,Man,South Korea,Asia,Bachelor’s degree,3-5 years, Other,250-999 employees,5-9
1797,18-21,Man,Viet Nam,Asia,Bachelor’s degree,3-5 years,Jupyter Notebook,"10,000 or more employees",10-14
1798,22-24,Man,India,Asia,Bachelor’s degree,1-3 years, Notepad++,"10,000 or more employees",20+
1798,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,"10,000 or more employees",20+
1799,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,Jupyter-JupyterLab-JupyterNotebooks ,"1000-9,999 employees",3-4
1799,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,Jupyter Notebook,"1000-9,999 employees",3-4
1800,30-34,Man,Canada,América del Norte,Master’s degree,I have never written code,,"10,000 or more employees",3-4
1801,30-34,Man,South Korea,Asia,Some college/university study without earning a bachelor’s degree,3-5 years,RStudio ,0-49 employees,5-9
1802,30-34,Man,South Korea,Asia,Bachelor’s degree,< 1 years,Visual Studio Code (VSCode) ,0-49 employees,0
1802,30-34,Man,South Korea,Asia,Bachelor’s degree,< 1 years,PyCharm ,0-49 employees,0
1802,30-34,Man,South Korea,Asia,Bachelor’s degree,< 1 years,Jupyter Notebook,0-49 employees,0
1803,22-24,Woman,Malaysia,Asia,Bachelor’s degree,1-3 years,RStudio ,0-49 employees,3-4
1804,22-24,Man,Italy,Europa,Master’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,"1000-9,999 employees",20+
1804,22-24,Man,Italy,Europa,Master’s degree,1-3 years,RStudio ,"1000-9,999 employees",20+
1804,22-24,Man,Italy,Europa,Master’s degree,1-3 years,Visual Studio Code (VSCode) ,"1000-9,999 employees",20+
1804,22-24,Man,Italy,Europa,Master’s degree,1-3 years,PyCharm ,"1000-9,999 employees",20+
1804,22-24,Man,Italy,Europa,Master’s degree,1-3 years, Vim / Emacs,"1000-9,999 employees",20+
1804,22-24,Man,Italy,Europa,Master’s degree,1-3 years,Jupyter Notebook,"1000-9,999 employees",20+
1805,35-39,Man,Egypt,África,Master’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,0-49 employees,0
1805,35-39,Man,Egypt,África,Master’s degree,1-3 years, Sublime Text,0-49 employees,0
1805,35-39,Man,Egypt,África,Master’s degree,1-3 years,MATLAB ,0-49 employees,0
1806,55-59,Man,India,Asia,Master’s degree,I have never written code,,"1000-9,999 employees",5-9
1807,22-24,Woman,Kazakhstan,Asia,Bachelor’s degree,10-20 years,PyCharm ,250-999 employees,3-4
1807,22-24,Woman,Kazakhstan,Asia,Bachelor’s degree,10-20 years, Spyder,250-999 employees,3-4
1807,22-24,Woman,Kazakhstan,Asia,Bachelor’s degree,10-20 years,Jupyter Notebook,250-999 employees,3-4
1808,25-29,Man,Colombia,América del Sur,Master’s degree,3-5 years, Sublime Text,50-249 employees,3-4
1808,25-29,Man,Colombia,América del Sur,Master’s degree,3-5 years,Jupyter Notebook,50-249 employees,3-4
1809,30-34,Man,India,Asia,Master’s degree,1-3 years, Other,0-49 employees,3-4
1810,25-29,Man,Nigeria,África,Bachelor’s degree,3-5 years,RStudio ,0-49 employees,3-4
1810,25-29,Man,Nigeria,África,Bachelor’s degree,3-5 years, Spyder,0-49 employees,3-4
1810,25-29,Man,Nigeria,África,Bachelor’s degree,3-5 years, Notepad++,0-49 employees,3-4
1810,25-29,Man,Nigeria,África,Bachelor’s degree,3-5 years, Sublime Text,0-49 employees,3-4
1810,25-29,Man,Nigeria,África,Bachelor’s degree,3-5 years,Jupyter Notebook,0-49 employees,3-4
1811,22-24,Woman,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,< 1 years,RStudio ,,
1811,22-24,Woman,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,< 1 years,Jupyter Notebook,,
1812,25-29,Man,Hong Kong (S.A.R.),Asia,Master’s degree,5-10 years, Notepad++,"10,000 or more employees",20+
1812,25-29,Man,Hong Kong (S.A.R.),Asia,Master’s degree,5-10 years,Jupyter Notebook,"10,000 or more employees",20+
1813,45-49,Man,Singapore,Asia,Bachelor’s degree,10-20 years,RStudio ,"1000-9,999 employees",5-9
1813,45-49,Man,Singapore,Asia,Bachelor’s degree,10-20 years,Visual Studio ,"1000-9,999 employees",5-9
1813,45-49,Man,Singapore,Asia,Bachelor’s degree,10-20 years,Visual Studio Code (VSCode) ,"1000-9,999 employees",5-9
1813,45-49,Man,Singapore,Asia,Bachelor’s degree,10-20 years,PyCharm ,"1000-9,999 employees",5-9
1814,22-24,Man,Brazil,América del Sur,Some college/university study without earning a bachelor’s degree,< 1 years, None,"1000-9,999 employees",5-9
1815,25-29,Man,Switzerland,Europa,Master’s degree,1-3 years, Spyder,"1000-9,999 employees",10-14
1816,30-34,Man,Australia,Oceanía,Master’s degree,1-3 years,RStudio ,250-999 employees,5-9
1816,30-34,Man,Australia,Oceanía,Master’s degree,1-3 years,Visual Studio Code (VSCode) ,250-999 employees,5-9
1816,30-34,Man,Australia,Oceanía,Master’s degree,1-3 years, Spyder,250-999 employees,5-9
1816,30-34,Man,Australia,Oceanía,Master’s degree,1-3 years, Notepad++,250-999 employees,5-9
1816,30-34,Man,Australia,Oceanía,Master’s degree,1-3 years,Jupyter Notebook,250-999 employees,5-9
1817,40-44,Man,Greece,Europa,Master’s degree,< 1 years,PyCharm ,0-49 employees,1-2
1818,25-29,Woman,United States of America,América del Norte,Master’s degree,5-10 years, Spyder,"10,000 or more employees",20+
1818,25-29,Woman,United States of America,América del Norte,Master’s degree,5-10 years,Jupyter Notebook,"10,000 or more employees",20+
1819,40-44,Woman,Canada,América del Norte,Master’s degree,3-5 years,PyCharm ,0-49 employees,5-9
1819,40-44,Woman,Canada,América del Norte,Master’s degree,3-5 years, Sublime Text,0-49 employees,5-9
1819,40-44,Woman,Canada,América del Norte,Master’s degree,3-5 years, Vim / Emacs,0-49 employees,5-9
1819,40-44,Woman,Canada,América del Norte,Master’s degree,3-5 years,MATLAB ,0-49 employees,5-9
1819,40-44,Woman,Canada,América del Norte,Master’s degree,3-5 years,Jupyter Notebook,0-49 employees,5-9
1820,50-54,Man,Greece,Europa,No formal education past high school,20+ years,RStudio ,50-249 employees,1-2
1820,50-54,Man,Greece,Europa,No formal education past high school,20+ years, Spyder,50-249 employees,1-2
1820,50-54,Man,Greece,Europa,No formal education past high school,20+ years, Notepad++,50-249 employees,1-2
1820,50-54,Man,Greece,Europa,No formal education past high school,20+ years,Jupyter Notebook,50-249 employees,1-2
1821,25-29,Man,Bangladesh,Asia,Bachelor’s degree,1-3 years,Visual Studio Code (VSCode) ,50-249 employees,5-9
1821,25-29,Man,Bangladesh,Asia,Bachelor’s degree,1-3 years, Notepad++,50-249 employees,5-9
1821,25-29,Man,Bangladesh,Asia,Bachelor’s degree,1-3 years, Sublime Text,50-249 employees,5-9
1821,25-29,Man,Bangladesh,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,50-249 employees,5-9
1822,22-24,Woman,United States of America,América del Norte,Master’s degree,< 1 years,Visual Studio Code (VSCode) ,0-49 employees,1-2
1823,35-39,Man,Russia,Asia,Doctoral degree,1-3 years,Jupyter Notebook,"10,000 or more employees",5-9
1824,18-21,Man,Russia,Asia,Bachelor’s degree,1-3 years,PyCharm ,0-49 employees,1-2
1824,18-21,Man,Russia,Asia,Bachelor’s degree,1-3 years, Sublime Text,0-49 employees,1-2
1824,18-21,Man,Russia,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,0-49 employees,1-2
1825,25-29,Man,Canada,América del Norte,Bachelor’s degree,1-3 years, Vim / Emacs,,
1825,25-29,Man,Canada,América del Norte,Bachelor’s degree,1-3 years,Jupyter Notebook,,
